MODEL_ARG_12_4;FMA I.Ae.33 Pulqui II;FMA I.Ae.33 Pulqui II;FMA I.Ae.33 Pulqui II;FMA I.Ae.33 Pulqui II;FMA I.Ae.33 Pulqui II;FMA I.Ae.33 Pulqui II;;FMA I.Ae.33 Pulqui II;;;X
MODEL_ARG_13_0;Curtiss Hawk III;Curtiss Hawk III;Curtiss Hawk III;Curtiss Hawk III;Curtiss Hawk III;Curtiss Hawk III;;Curtiss Hawk III;;;X
MODEL_ARG_13_1;Curtiss Hawk 75H;Curtiss Hawk 75H;Curtiss Hawk 75H;Curtiss Hawk 75H;Curtiss Hawk 75H;Curtiss Hawk 75H;;Curtiss Hawk 75H;;;X
MODEL_ARG_13_2;FMA I.Ae-22 DL;FMA I.Ae-22 DL;FMA I.Ae-22 DL;FMA I.Ae-22 DL;FMA I.Ae-22 DL;FMA I.Ae-22 DL;;FMA I.Ae-22 DL;;;X
MODEL_ARG_13_8;FMA I.Ae.27 Pulqui;FMA I.Ae.27 Pulqui;FMA I.Ae.27 Pulqui;FMA I.Ae.27 Pulqui;FMA I.Ae.27 Pulqui;FMA I.Ae.27 Pulqui;;FMA I.Ae.27 Pulqui;;;X
MODEL_ARG_16_0;Consolidated P2Y-3A Ranger;Consolidated P2Y-3A Ranger;Consolidated P2Y-3A Ranger;Consolidated P2Y-3A Ranger;Consolidated P2Y-3A Ranger;Consolidated P2Y-3A Ranger;;Consolidated P2Y-3A Ranger;;;X
MODEL_ARG_17_1;FMA Ae-MB2 Bombi;FMA Ae-MB2 Bombi;FMA Ae-MB2 Bombi;FMA Ae-MB2 Bombi;FMA Ae-MB2 Bombi;FMA Ae-MB2 Bombi;;FMA Ae-MB2 Bombi;;;X
MODEL_ARG_18_0;Douglas C-32;Douglas C-32;Douglas C-32;Douglas C-32;Douglas C-32;Douglas C-32;;Douglas C-32;;;X
MODEL_ARG_21_0;Rivadavia-class;Classe Rivadavia;Classe Rivadavia;Clase 'Rivadavia';Rivadavia-Klasse;Rivadavia-klasa;; Î‡ÒÒ 'Rivadavia';;;X
MODEL_ARG_22_1;La Argentina-class;Classe La Argentina;Classe La Argentina;Clase 'La Argentina';La Argentina-Klasse;La Argentina-klasa;; Î‡ÒÒ 'La Argentina';;;X
MODEL_ARG_23_0;Veinticinco de Mayo-class;Classe Veinticinco de Mayo;Classe Veinticinco de Mayo;Clase 'Veinticinco de Mayo';Veinticinco de Mayo-Klasse;Veinticinco de Mayo-klasa;; Î‡ÒÒ 'Veinticinco de Mayo';;;X
MODEL_ARG_25_0;Churucca-class;Classe Churucca;Classe Churucca;Clase 'Churucca';Churucca-Klasse;Churucca-klasa;; Î‡ÒÒ 'Churucca';;;X
MODEL_ARG_25_1;Buenos Aires-class;Classe Buenos Aires;Classe Buenos Aires;Clase 'Buenos Aires';Buenos Aires-Klasse;Buenos Aires-klasa;; Î‡ÒÒ 'Buenos Aires';;;X
MODEL_ARG_28_0;Santa Fe-class;Classe Santa Fe;Classe Santa Fe;Clase 'Santa Fe';Santa Fe-Klasse;Santa Fe-klasa;; Î‡ÒÒ 'Santa Fe';;;X
MODEL_UAU_4_0;Carden-Loyd M1933;Carden-Loyd M1933;Carden-Loyd M1933;Carden-Loyd M1933;Carden-Loyd M1933;Carden-Loyd M1933;;Carden-Loyd M1933;;;X
MODEL_UAU_4_1;Vickers Mk.VIc;Vickers Mk.VIc;Vickers Mk.VIc;Vickers Mk.VIc;Vickers Mk.VIc;Vickers Mk.VIc;;Vickers Mk.VIc;;;X
MODEL_UAU_4_2;Stuart Mk.V;Stuart Mk.V;Stuart Mk.V;Stuart Mk.V;Stuart Mk.V;Stuart Mk.V;;Stuart Mk.V;;;X
MODEL_UAU_5_0;AC1 Sentinel;AC1 Sentinel;AC1 Sentinel;AC1 Sentinel;AC1 Sentinel;AC1 Sentinel;;AC1 Sentinel;;;X
MODEL_UAU_5_1;AC4 Sentinel;AC4 Sentinel;AC4 Sentinel;AC4 Sentinel;AC4 Sentinel;AC4 Sentinel;;AC4 Sentinel;;;X
MODEL_UAU_5_2;A34 Comet;A34 Comet;A34 Comet;A34 Comet;A34 Comet;A34 Comet;;A34 Comet;;;X
MODEL_UAU_5_3;Centurion Mk.I;Centurion Mk.I;Centurion Mk.I;Centurion Mk.I;Centurion Mk.I;Centurion Mk.I;;Centurion Mk.I;;;X
MODEL_UAU_5_4;Centurion Mk.III;Centurion Mk.III;Centurion Mk.III;Centurion Mk.III;Centurion Mk.III;Centurion Mk.III;;Centurion Mk.III;;;X
MODEL_UAU_5_5;Centurion Mk.V;Centurion Mk.V;Centurion Mk.V;Centurion Mk.V;Centurion Mk.V;Centurion Mk.V;;Centurion Mk.V;;;X
MODEL_UAU_12_1;Curtiss Kittyhawk;Curtiss Kittyhawk;Curtiss Kittyhawk;Curtiss Kittyhawk;Curtiss Kittyhawk;Curtiss Kittyhawk;;Curtiss Kittyhawk;;;X
MODEL_UAU_12_2;Supermarine Spitfire Mk.IX;Supermarine Spitfire Mk.IX;Supermarine Spitfire Mk.IX;Supermarine Spitfire Mk.IX;Supermarine Spitfire Mk.IX;Supermarine Spitfire Mk.IX;;Supermarine Spitfire Mk.IX;;;X
MODEL_UAU_12_3;CAC CA-15 Kangaroo;CAC CA-15 Kangaroo;CAC CA-15 Kangaroo;CAC CA-15 Kangaroo;CAC CA-15 Kangaroo;CAC CA-15 Kangaroo;;CAC CA-15 Kangaroo;;;X
MODEL_UAU_12_4;Gloster Meteor Mk.III;Gloster Meteor Mk.III;Gloster Meteor Mk.III;Gloster Meteor Mk.III;Gloster Meteor Mk.III;Gloster Meteor Mk.III;;Gloster Meteor Mk.III;;;X
MODEL_UAU_12_5;Gloster Meteor F.8;Gloster Meteor F.8;Gloster Meteor F.8;Gloster Meteor F.8;Gloster Meteor F.8;Gloster Meteor F.8;;Gloster Meteor F.8;;;X
MODEL_UAU_13_0;Hawker Demon;Hawker Demon;Hawker Demon;Hawker Demon;Hawker Demon;Hawker Demon;;Hawker Demon;;;X
MODEL_UAU_13_1;Hawker Hurricane Mk.I;Hawker Hurricane Mk.I;Hawker Hurricane Mk.I;Hawker Hurricane Mk.I;Hawker Hurricane Mk.I;Hawker Hurricane Mk.I;;Hawker Hurricane Mk.I;;;X
MODEL_UAU_13_2;Hawker Hurricane Mk.II;Hawker Hurricane Mk.II;Hawker Hurricane Mk.II;Hawker Hurricane Mk.II;Hawker Hurricane Mk.II;Hawker Hurricane Mk.II;;Hawker Hurricane Mk.II;;;X
MODEL_UAU_13_3;CAC CA-12 Boomerang;CAC CA-12 Boomerang;CAC CA-12 Boomerang;CAC CA-12 Boomerang;CAC CA-12 Boomerang;CAC CA-12 Boomerang;;CAC CA-12 Boomerang;;;X
MODEL_UAU_13_4;CAC CA-19 Boomerang;CAC CA-19 Boomerang;CAC CA-19 Boomerang;CAC CA-19 Boomerang;CAC CA-19 Boomerang;CAC CA-19 Boomerang;;CAC CA-19 Boomerang;;;X
MODEL_UAU_13_5;Hawker P.1052;Hawker P.1052;Hawker P.1052;Hawker P.1052;Hawker P.1052;Hawker P.1052;;Hawker P.1052;;;X
MODEL_UAU_13_6;SARO SR.177;SARO SR.177;SARO SR.177;SARO SR.177;SARO SR.177;SARO SR.177;;SARO SR.177;;;X
MODEL_UAU_13_7;Gloster Meteor Mk.I;Gloster Meteor Mk.I;Gloster Meteor Mk.I;Gloster Meteor Mk.I;Gloster Meteor Mk.I;Gloster Meteor Mk.I;;Gloster Meteor Mk.I;;;X
MODEL_UAU_13_8;Commonwealth Sabre;Commonwealth Sabre;Commonwealth Sabre;Commonwealth Sabre;Commonwealth Sabre;Commonwealth Sabre;;Commonwealth Sabre;;;X
MODEL_UAU_13_9;Dassault Mirage III;Dassault Mirage III;Dassault Mirage III;Dassault Mirage III;Dassault Mirage III;Dassault Mirage III;;Dassault Mirage III;;;X
MODEL_UAU_14_0;Armstrong-Whitworth Whitley;Armstrong-Whitworth Whitley;Armstrong-Whitworth Whitley;Armstrong-Whitworth Whitley;Armstrong-Whitworth Whitley;Armstrong-Whitworth Whitley;;Armstrong-Whitworth Whitley;;;X
MODEL_UAU_14_1;Consolidated B-24 Liberator;Consolidated B-24 Liberator;Consolidated B-24 Liberator;Consolidated B-24 Liberator;Consolidated B-24 Liberator;Consolidated B-24 Liberator;;Consolidated B-24 Liberator;;;X
MODEL_UAU_14_2;Avro Lancaster;Avro Lancaster;Avro Lancaster;Avro Lancaster;Avro Lancaster;Avro Lancaster;;Avro Lancaster;;;X
MODEL_UAU_14_3;Vickers Valiant;Vickers Valiant;Vickers Valiant;Vickers Valiant;Vickers Valiant;Vickers Valiant;;Vickers Valiant;;;X
MODEL_UAU_15_0;Bristol Beaufort;Bristol Beaufort;Bristol Beaufort;Bristol Beaufort;Bristol Beaufort;Bristol Beaufort;;Bristol Beaufort;;;X
MODEL_UAU_15_1;Handley Page Hampden;Handley Page Hampden;Handley Page Hampden;Handley Page Hampden;Handley Page Hampden;Handley Page Hampden;;Handley Page Hampden;;;X
MODEL_UAU_15_2;Vickers-Armstrong Wellington Mk.III;Vickers-Armstrong Wellington Mk.III;Vickers-Armstrong Wellington Mk.III;Vickers-Armstrong Wellington Mk.III;Vickers-Armstrong Wellington Mk.III;Vickers-Armstrong Wellington Mk.III;;Vickers-Armstrong Wellington Mk.III;;;X
MODEL_UAU_15_3;N.American Mitchell Mk.II;N.American Mitchell Mk.II;N.American Mitchell Mk.II;N.American Mitchell Mk.II;N.American Mitchell Mk.II;N.American Mitchell Mk.II;;N.American Mitchell Mk.II;;;X
MODEL_UAU_15_4;de Havilland Mosquito B.XVI;de Havilland Mosquito B.XVI;de Havilland Mosquito B.XVI;de Havilland Mosquito B.XVI;de Havilland Mosquito B.XVI;de Havilland Mosquito B.XVI;;de Havilland Mosquito B.XVI;;;X
MODEL_UAU_15_5;de Havilland Venom;de Havilland Venom;de Havilland Venom;de Havilland Venom;de Havilland Venom;de Havilland Venom;;de Havilland Venom;;;X
MODEL_UAU_15_6;English Electric Canberra;English Electric Canberra;English Electric Canberra;English Electric Canberra;English Electric Canberra;English Electric Canberra;;English Electric Canberra;;;X
MODEL_UAU_16_0;Lockheed Hudson;Lockheed Hudson;Lockheed Hudson;Lockheed Hudson;Lockheed Hudson;Lockheed Hudson;;Lockheed Hudson;;;X
MODEL_UAU_16_1;Lockheed Ventura;Lockheed Ventura;Lockheed Ventura;Lockheed Ventura;Lockheed Ventura;Lockheed Ventura;;Lockheed Ventura;;;X
MODEL_UAU_16_2;CAC CA-11 Woomera;CAC CA-11 Woomera;CAC CA-11 Woomera;CAC CA-11 Woomera;CAC CA-11 Woomera;CAC CA-11 Woomera;;CAC CA-11 Woomera;;;X
MODEL_UAU_16_4;Lockheed P2V Neptune;Lockheed P2V Neptune;Lockheed P2V Neptune;Lockheed P2V Neptune;Lockheed P2V Neptune;Lockheed P2V Neptune;;Lockheed P2V Neptune;;;X
MODEL_UAU_17_1;CAC CA-10 Wirraway;CAC CA-10 Wirraway;CAC CA-10 Wirraway;CAC CA-10 Wirraway;CAC CA-10 Wirraway;CAC CA-10 Wirraway;;CAC CA-10 Wirraway;;;X
MODEL_UAU_17_2;Vultee Vengeance;Vultee Vengeance;Vultee Vengeance;Vultee Vengeance;Vultee Vengeance;Vultee Vengeance;;Vultee Vengeance;;;X
MODEL_UAU_17_3;Bristol Beaufighter;Bristol Beaufighter;Bristol Beaufighter;Bristol Beaufighter;Bristol Beaufighter;Bristol Beaufighter;;Bristol Beaufighter;;;X
MODEL_UAU_18_0;Armstrong-Whitworth AW.41 Albermarle;Armstrong-Whitworth AW.41 Albermarle;Armstrong-Whitworth AW.41 Albermarle;Armstrong-Whitworth AW.41 Albermarle;Armstrong-Whitworth AW.41 Albermarle;Armstrong-Whitworth AW.41 Albermarle;;Armstrong-Whitworth AW.41 Albermarle;;;X
MODEL_UAU_18_1;Douglas Dakota;Douglas Dakota;Douglas Dakota;Douglas Dakota;Douglas Dakota;Douglas Dakota;;Douglas Dakota;;;X
MODEL_UAU_18_2;Avro 685 York;Avro 685 York;Avro 685 York;Avro 685 York;Avro 685 York;Avro 685 York;;Avro 685 York;;;X
MODEL_UAU_22_0;Caledon-class;Classe Caledon;Classe Caledon;Clase 'Caledon';Caledon-Klasse;Caledon-klasa;; Î‡ÒÒ 'Caledon';;;X
MODEL_UAU_22_1;Emerald-class;Classe Emerald;Classe Emerald;Clase 'Emerald';Emerald-Klasse;Emerald-klasa;; Î‡ÒÒ 'Emerald';;;X
MODEL_UAU_22_2;Amphion-class;Classe Amphion;Classe Amphion;Clase 'Amphion';Amphion-Klasse;Amphion-klasa;; Î‡ÒÒ 'Amphion';;;X
MODEL_UAU_22_3;Southampton-class;Classe Southampton;Classe Southampton;Clase 'Southampton';Southampton-Klasse;Southampton-klasa;; Î‡ÒÒ 'Southampton';;;X
MODEL_UAU_22_4;Swiftsure-class;Classe Swiftsure;Classe Swiftsure;Clase 'Swiftsure';Swiftsure-Klasse;Swiftsure-klasa;; Î‡ÒÒ 'Swiftsure';;;X
MODEL_UAU_23_1;Australia-class;Classe Australia;Classe Australia;Clase 'Australia';Australia-Klasse;Australia-klasa;; Î‡ÒÒ 'Australia';;;X
MODEL_UAU_23_2;Surrey-class;Classe Surrey;Classe Surrey;Clase 'Surrey';Surrey-Klasse;Surrey-klasa;; Î‡ÒÒ 'Surrey';;;X
MODEL_UAU_25_0;V-class;V-class;Classe V;Clase 'V';V-Klasse;V-klasa;; Î‡ÒÒ 'V';;;X
MODEL_UAU_25_1;A-class;A-class;Classe A;Clase 'A';A-Klasse;A-klasa;; Î‡ÒÒ 'A';;;X
MODEL_UAU_25_2;Arunta-class;Classe Arunta;Classe Arunta;Clase 'Arunta';Arunta-Klasse;Arunta-klasa;; Î‡ÒÒ 'Arunta';;;X
MODEL_UAU_25_3;Anzac-class;Classe Anzac;Classe Anzac;Clase 'Anzac';Anzac-Klasse;Anzac-klasa;; Î‡ÒÒ 'Anzac';;;X
MODEL_UAU_25_4;Voyager-class;Classe Voyager;Classe Voyager;Clase 'Voyager';Voyager-Klasse;Voyager-klasa;; Î‡ÒÒ 'Voyager';;;X
MODEL_UAU_25_5;Perth-class;Classe Perth;Classe Perth;Clase 'Perth';Perth-Klasse;Perth-klasa;; Î‡ÒÒ 'Perth';;;X
MODEL_UAU_26_0;Hermes-class;Classe Hermes;Classe Hermes;Clase 'Hermes';Hermes-Klasse;Hermes-klasa;; Î‡ÒÒ 'Hermes';;;X
MODEL_UAU_26_1;Melbourne-class;Classe Melbourne;Classe Melbourne;Clase 'Melbourne';Melbourne-Klasse;Melbourne-klasa;; Î‡ÒÒ 'Melbourne';;;X
MODEL_UAU_27_0;Hermes-class;Classe Hermes;Classe Hermes;Clase 'Hermes';Hermes-Klasse;Hermes-klasa;; Î‡ÒÒ 'Hermes';;;X
MODEL_UAU_27_1;Eagle-class;Classe Eagle;Classe Eagle;Clase 'Eagle';Eagle-Klasse;Eagle-klasa;; Î‡ÒÒ 'Eagle';;;X
MODEL_UAU_27_2;Unicorn-class;Classe Unicorn;Classe Unicorn;Clase 'Unicorn';Unicorn-Klasse;Unicorn-klasa;; Î‡ÒÒ 'Unicorn';;;X
MODEL_UAU_27_3;Melbourne-class;Classe Melbourne;Classe Melbourne;Clase 'Melbourne';Melbourne-Klasse;Melbourne-klasa;; Î‡ÒÒ 'Melbourne';;;X
MODEL_UAU_27_4;Centaur-class;Classe Centaur;Classe Centaur;Clase 'Centaur';Centaur-class;Centaur-klasa;; Î‡ÒÒ 'Centaur';;;X
MODEL_UAU_27_5;Invincible-class;Classe Invincible;Classe Invincible;Clase 'Invincible';Invincible-class;Invincible-klasa;; Î‡ÒÒ 'Invincible';;;X
MODEL_UAU_28_0;H-boat-class;Classe H-boat;Classe H-boat;Clase 'H-boat';H-boat-Klasse;H-boat-klasa;; Î‡ÒÒ 'H-boat';;;X
MODEL_UAU_28_1;Swordfish-class;Classe Swordfish;Classe Swordfish;Clase 'Swordfish';Swordfish-Klasse;Swordfish-klasa;; Î‡ÒÒ 'Swordfish';;;X
MODEL_UAU_28_2;Triton-class;Classe Triton;Classe Triton;Clase 'Triton';Triton-Klasse;Triton-klasa;; Î‡ÒÒ 'Triton';;;X
MODEL_UAU_28_3;A-boat-class;Classe A-boat;Classe A-boat;Clase 'A-boat';A-boat-Klasse;A-boat-klasa;; Î‡ÒÒ 'A-boat';;;X
MODEL_UAU_28_5;Oxley-class;Classe Oxley;Classe Oxley;Clase 'Oxley';Oxley-Klasse;Oxley-klasa;; Î‡ÒÒ 'Oxley';;;X
MODEL_AUS_4_0;CV-35;CV-35;CV-35;CV-35;CV-35;CV-35;;CV-35;;;X
MODEL_AUS_4_1;LT vz. 35;LT vz. 35;LT vz. 35;LT vz. 35;LT vz. 35;LT vz. 35;;LT vz. 35;;;X
MODEL_AUS_4_2;Landsverk L-60;Landsverk L-60;Landsverk L-60;Landsverk L-60;Landsverk L-60;Landsverk L-60;;Landsverk L-60;;;X
MODEL_AUS_5_0;Skoda SP-III;Skoda SP-III;Skoda SP-III;Skoda SP-III;Skoda SP-III;Skoda SP-III;;Skoda SP-III;;;X
MODEL_AUS_5_1;PzKpfw.IV;PzKpfw.IV;PzKpfw.IV;PzKpfw.IV;PzKpfw.IV;PzKpfw.IV;;PzKpfw.IV;;;X
MODEL_AUS_5_2;PzKpfw.V Panther;PzKpfw.V Panther;PzKpfw.V Panther;PzKpfw.V Panther;PzKpfw.V Panther;PzKpfw.V Panther;;PzKpfw.V Panther;;;X
MODEL_AUS_5_3;PzKpfw.VF Panther II;PzKpfw.VF Panther II;PzKpfw.VF Panther II;PzKpfw.VF Panther II;PzKpfw.VF Panther II;PzKpfw.VF Panther II;;PzKpfw.VF Panther II;;;X
MODEL_AUS_5_4;E-50 Standardpanzer;E-50 Standardpanzer;E-50 Standardpanzer;E-50 Standardpanzer;E-50 Standardpanzer;E-50 Standardpanzer;;E-50 Standardpanzer;;;X
MODEL_AUS_5_5;SK105 Kurussier;SK105 Kurussier;SK105 Kurussier;SK105 Kurussier;SK105 Kurussier;SK105 Kurussier;;SK105 Kurussier;;;X
MODEL_AUS_13_0;Fiat CR.32 Freccia;Fiat CR.32 Freccia;Fiat CR.32 Freccia;Fiat CR.32 Freccia;Fiat CR.32 Freccia;Fiat CR.32 Freccia;;Fiat CR.32 Freccia;;;X
MODEL_AUS_15_0;Junkers Ju-86;Junkers Ju-86;Junkers Ju-86;Junkers Ju-86;Junkers Ju-86;Junkers Ju-86;;Junkers Ju-86;;;X
MODEL_AUS_16_0;Caproni Ca.111;Caproni Ca.111;Caproni Ca.111;Caproni Ca.111;Caproni Ca.111;Caproni Ca.111;;Caproni Ca.111;;;X
MODEL_AUS_17_1;Breda Ba.28;Breda Ba.28;Breda Ba.28;Breda Ba.28;Breda Ba.28;Breda Ba.28;;Breda Ba.28;;;X
MODEL_AUS_18_0;Caproni Ca.133;Caproni Ca.133;Caproni Ca.133;Caproni Ca.133;Caproni Ca.133;Caproni Ca.133;;Caproni Ca.133;;;X
MODEL_BEL_4_0;Carden-Loyd M1933;Carden-Loyd M1933;Carden-Loyd M1933;Carden-Loyd M1933;Carden-Loyd M1933;Carden-Loyd M1933;;Carden-Loyd M1933;;;X
MODEL_BEL_4_1;T-13;T-13;T-13;T-13;T-13;T-13;;T-13;;;X
MODEL_BEL_4_2;ACG-1;ACG-1;ACG-1;ACG-1;ACG-1;ACG-1;;ACG-1;;;X
MODEL_BEL_5_0;Mk.VI A15 Crusader;Mk.VI A15 Crusader;Mk.VI A15 Crusader;Mk.VI A15 Crusader;Mk.VI A15 Crusader;Mk.VI A15 Crusader;;Mk.VI A15 Crusader;;;X
MODEL_BEL_5_1;M4A1 Sherman;M4A1 Sherman;M4A1 Sherman;M4A1 Sherman;M4A1 Sherman;M4A1 Sherman;;M4A1 Sherman;;;X
MODEL_BEL_5_2;M4/E8 Sherman;M4/E8 Sherman;M4/E8 Sherman;M4/E8 Sherman;M4/E8 Sherman;M4/E8 Sherman;;M4/E8 Sherman;;;X
MODEL_BEL_5_3;M26 Pershing;M26 Pershing;M26 Pershing;M26 Pershing;M26 Pershing;M26 Pershing;;M26 Pershing;;;X
MODEL_BEL_13_0;SABCA Fox VI;SABCA Fox VI;SABCA Fox VI;SABCA Fox VI;SABCA Fox VI;SABCA Fox VI;;SABCA Fox VI;;;X
MODEL_BEL_13_1;Renard R.36;Renard R.36;Renard R.36;Renard R.36;Renard R.36;Renard R.36;;Renard R.36;;;X
MODEL_BEL_13_2;Renard R-40;Renard R-40;Renard R-40;Renard R-40;Renard R-40;Renard R-40;;Renard R-40;;;X
MODEL_BEL_16_0;SABCA S.47;SABCA S.47;SABCA S.47;SABCA S.47;SABCA S.47;SABCA S.47;;SABCA S.47;;;X
MODEL_BEL_17_1;SABCA Battle;SABCA Battle;SABCA Battle;SABCA Battle;SABCA Battle;SABCA Battle;;SABCA Battle;;;X
MODEL_BOL_4_0;CV-33;CV-33;CV-33;CV-33;CV-33;CV-33;;CV-33;;;X
MODEL_BOL_4_1;M2A4;M2A4;M2A4;M2A4;M2A4;M2A4;;M2A4;;;X
MODEL_BOL_4_2;M5 Stuart;M5 Stuart;M5 Stuart;M5 Stuart;M5 Stuart;M5 Stuart;;M5 Stuart;;;X
MODEL_BOL_5_0;M3 Lee;M3 Lee;M3 Lee;M3 Lee;M3 Lee;M3 Lee;;M3 Lee;;;X
MODEL_BOL_5_1;M4A1 Sherman;M4A1 Sherman;M4A1 Sherman;M4A1 Sherman;M4A1 Sherman;M4A1 Sherman;;M4A1 Sherman;;;X
MODEL_BOL_5_2;M4/E8 Sherman;M4/E8 Sherman;M4/E8 Sherman;M4/E8 Sherman;M4/E8 Sherman;M4/E8 Sherman;;M4/E8 Sherman;;;X
MODEL_BOL_5_3;M26 Pershing;M26 Pershing;M26 Pershing;M26 Pershing;M26 Pershing;M26 Pershing;;M26 Pershing;;;X
MODEL_BOL_13_0;Curtiss Hawk II;Curtiss Hawk II;Curtiss Hawk II;Curtiss Hawk II;Curtiss Hawk II;Curtiss Hawk II;;Curtiss Hawk II;;;X
MODEL_BOL_15_0;Junkers Ju-86;Junkers Ju-86;Junkers Ju-86;Junkers Ju-86;Junkers Ju-86;Junkers Ju-86;;Junkers Ju-86;;;X
MODEL_BRA_4_0;CV-33;CV-33;CV-33;CV-33;CV-33;CV-33;;CV-33;;;X
MODEL_BRA_4_1;M2A4;M2A4;M2A4;M2A4;M2A4;M2A4;;M2A4;;;X
MODEL_BRA_4_2;M5 Stuart;M5 Stuart;M5 Stuart;M5 Stuart;M5 Stuart;M5 Stuart;;M5 Stuart;;;X
MODEL_BRA_5_0;M3 Lee;M3 Lee;M3 Lee;M3 Lee;M3 Lee;M3 Lee;;M3 Lee;;;X
MODEL_BRA_5_1;M4A1 Sherman;M4A1 Sherman;M4A1 Sherman;M4A1 Sherman;M4A1 Sherman;M4A1 Sherman;;M4A1 Sherman;;;X
MODEL_BRA_5_2;M4/E8 Sherman;M4/E8 Sherman;M4/E8 Sherman;M4/E8 Sherman;M4/E8 Sherman;M4/E8 Sherman;;M4/E8 Sherman;;;X
MODEL_BRA_5_3;M26 Pershing;M26 Pershing;M26 Pershing;M26 Pershing;M26 Pershing;M26 Pershing;;M26 Pershing;;;X
MODEL_BRA_12_1;Curtiss Kittyhawk;Curtiss Kittyhawk;Curtiss Kittyhawk;Curtiss Kittyhawk;Curtiss Kittyhawk;Curtiss Kittyhawk;;Curtiss Kittyhawk;;;X
MODEL_BRA_12_2;Republic P-47D Thunderbolt;Republic P-47D Thunderbolt;Republic P-47D Thunderbolt;Republic P-47D Thunderbolt;Republic P-47D Thunderbolt;Republic P-47D Thunderbolt;;Republic P-47D Thunderbolt;;;X
MODEL_BRA_13_0;Boeing P-12;Boeing P-12;Boeing P-12;Boeing P-12;Boeing P-12;Boeing P-12;;Boeing P-12;;;X
MODEL_BRA_13_1;Curtiss P-36;Curtiss P-36;Curtiss P-36;Curtiss P-36;Curtiss P-36;Curtiss P-36;;Curtiss P-36;;;X
MODEL_BRA_13_2;Curtiss Tomhawk;Curtiss Tomhawk;Curtiss Tomhawk;Curtiss Tomhawk;Curtiss Tomhawk;Curtiss Tomhawk;;Curtiss Tomhawk;;;X
MODEL_BRA_15_0;Boeing B-18A Bolo;Boeing B-18A Bolo;Boeing B-18A Bolo;Boeing B-18A Bolo;Boeing B-18A Bolo;Boeing B-18A Bolo;;Boeing B-18A Bolo;;;X
MODEL_BRA_15_3;Boeing B-25D Mitchell;Boeing B-25D Mitchell;Boeing B-25D Mitchell;Boeing B-25D Mitchell;Boeing B-25D Mitchell;Boeing B-25D Mitchell;;Boeing B-25D Mitchell;;;X
