#;Darkest Hour Core texts;;;;;;;;;;X
##;;;;;;;;;;;X
##;;;;;;;;;;;X
##### Open this document in Excel, version 5 or later.;;;;;;;;;;;X
##### To convert the semicolon-separated list to a normal Excel table, first click on the 'A' above to select the entire 'A' column.;;;;;;;;;;;X
##### Select 'Data' -> 'Text to Columns' -> 'Delimited' -> 'Next';;;;;;;;;;;X
##### Check 'Semicolon' (ONLY!) -> 'Finish';;;;;;;;;;;X
##### Select column 'A' through 'K' (click + drag on letters above columns);;;;;;;;;;;X
##### Right-click anywhere on the sheet (inside the selection) and select 'Column width' and set it so that only THREE columns are visible ('45' with 1024 x 768 screen resolution);;;;;;;;;;;X
##### Right-click anywhere on the sheet again (still inside the selection) and select 'Format Cells' -> 'Alignment' -> check 'Wrap Text' + select 'Vertical: Top' -> 'OK';;;;;;;;;;;X
##### Place the cursor in cell C1 and select 'Window' -> 'Freeze Panes' (allows you to scroll horizontally to see any language in the rightmost coulmn while still having the string names/comments and the english original text in the left and middle column;;;;;;;;;;;X
##### CAREFULLY read the instructions in cells B18 ? B36;;;;;;;;;;;X
##;;;;;;;;;;;X
##;;;;;;;;;;;X
##;NOTES TO TRANSLATORS:;;;;;;;;;;X
##;=====================;;;;;;;;;;X
##;;;;;;;;;;;X
##;1) '%s' is for indicating where another string is inserted, and MAY NEVER BE REMOVED! If there are more than one '%s' in a string, they may NOT CHANGE PLACES.;;;;;;;;;;X
##;###############################################################################################################################################################################################################################################################;;;;;;;;;;X
##;3) '%t' is for indicating where the player's 'title' is inserted, however only in game message boxes.';;;;;;;;;;X
##;###############################################################################################################################################################################################################################################################;;;;;;;;;;X
##;5) A dollar sign, '$' will always automatically be replaced by the 'ducats' icon.;;;;;;;;;;X
##;6) Any row with a '#' in the first column (column 'A') will be ignored. However, you cannot use any paragraph characters in these rows!!!;;;;;;;;;;X
##;7) To insert a carriage return, insert a '\n' (backslash + n);;;;;;;;;;X
##;8) No formatting can be done in this file. To change the color of a text, insert the following codes in front of the word:;;;;;;;;;;X
##;TEXT COLORS:;;;;;;;;;;X
##;§A = 0,64,0;;;;;;;;;;X
##;§B = 0,0,192;;;;;;;;;;X
##;§C = 128,0,0;;;;;;;;;;X
##;§D = 255,255,0;;;;;;;;;;X
##;§E = 255,0,255;;;;;;;;;;X
##;§F = 255,128,0;;;;;;;;;;X
##;§G = 0,100,0;;;;;;;;;;X
##;§H = 128,128, 128;;;;;;;;;;X
##;§I = 0,0,255;;;;;;;;;;X
##;§J = 0,192,0;;;;;;;;;;X
##;§M = 100,255,100;;;;;;;;;;X
##;§N = 255,100,100;;;;;;;;;;X
##;§R = 240,0,0;;;;;;;;;;X
##;§W = 255,255,255;;;;;;;;;;X
##;§Y = 208,232,248;;;;;;;;;;X
##;§Z = 0,0,0;;;;;;;;;;X
##;§§ - restores old color;;;;;;;;;;X
##;###############################################################################################################################################################################################################################################################;;;;;;;;;;X
##;###############################################################################################################################################################################################################################################################;;;;;;;;;;X
##;10) ALL CELLS in column 'L' in this document MUST contain a character!;;;;;;;;;;X
##;11) The LAST CELL in the 'A' column MUST contain the string '#EOF';;;;;;;;;;X
##;12) If you want to begin a string with a ' (citation mark), you will need to type it twice (Excel will read the first one as a commentary which is not  exported into the actual text database file);;;;;;;;;;X
##;;;;;;;;;;;X
##;WHEN DONE: save as 'Semicolon Separated (.csv)' format, and make sure the file is called 'Text.csv'.;;;;;;;;;;X
##;;;;;;;;;;;X
##;NOTE: If Excel complains about an 'Error in formula' when the cell content begins with a '+' or '-' sign, type a ' (citation mark) in front of the plus or minus.;;;;;;;;;;X
##;;;;;;;;;;;X
##;;;;;;;;;;;X
#  STRING NAME (do not change!);English;French;Italian;Spanish;German;Polish;Portuguese;Russian;;Extra2;X
#  ========================;==========;==========;==========;========;==========;==========;==========;==========;;==========;X
#LANGUAGE;English;Franзais;Italian;Spanish;German;Polish;Portuguese;Russian;;Extra2;X
#########################################;;;;;;;;;;;X
######### GENERAL TEXT STRINGS #########;;;;;;;;;;;X
#########################################;;;;;;;;;;;X
SPY_RESOURCES_LVL2;We are almost sure that they have §Y%d%s§W %s, §Y%d%s§W %s, §Y%d%s§W %s, §Y%d%s§W %s, §Y%d%s§W %s, §Y%d%s§W %s and §Y%d%s§W %s.;Nous sommes presque sыr qu'ils ont environ §Y%d%s§W %s, §Y%d%s§W %s, §Y%d%s§W %s, §Y%d%s§W %s, §Y%d%s§W %s, §Y%d%s§W %s et §Y%d%s§W %s.;Siamo quasi sicuri che abbiano §Y%d%s§W %s, §Y%d%s§W %s, §Y%d%s§W %s, §Y%d%s§W %s, §Y%d%s§W %s, §Y%d%s§W %s e §Y%d%s§W %s.;Estamos casi seguros de que tienen sobre §Y%d%s§W %s, §Y%d%s§W %s, §Y%d%s§W %s, §Y%d%s§W %s, §Y%d%s§W %s, §Y%d%s§W %s y §Y%d%s§W %s.;Wir sind uns fast sicher, dass sie ьber §Y%d%s§W %s, §Y%d%s§W %s, §Y%d%s§W %s, §Y%d%s§W %s, §Y%d%s§W %s, §Y%d%s§W %s und §Y%d%s§W %s verfьgen.;Jesteњmy niemal pewni, їe maj№ ok. §Y%d%s§W %s, §Y%d%s§W %s, §Y%d%s§W %s, §Y%d%s§W %s, §Y%d%s§W %s, §Y%d%s§W %s and §Y%d%s§W %s.;;Мы почти уверены, что они имеют §Y%d%s§W %s, §Y%d%s§W %s, §Y%d%s§W %s, §Y%d%s§W %s, §Y%d%s§W %s, §Y%d%s§W %s and §Y%d%s§W %s.;;;X
SPY_RESOURCES_LVL3;We know that they have §Y%d%s§W %s, §Y%d%s§W %s, §Y%d%s§W %s, §Y%d%s§W %s, §Y%d%s§W %s, §Y%d%s§W %s and §Y%d%s§W %s.;Nous sommes sыr qu'ils ont §Y%d%s§W %s, §Y%d%s§W %s, §Y%d%s§W %s, §Y%d%s§W %s, §Y%d%s§W %s, §Y%d%s§W %s et §Y%d%s§W %s.;Sappiano che hanno §Y%d%s§W %s, §Y%d%s§W %s, §Y%d%s§W %s, §Y%d%s§W %s, §Y%d%s§W %s, §Y%d%s§W %s e §Y%d%s§W %s.;Sabemos que ellos tienen §Y%d%s§W %s, §Y%d%s§W %s, §Y%d%s§W %s, §Y%d%s§W %s, §Y%d%s§W %s, §Y%d%s§W %s y §Y%d%s§W %s.;Wir wissen, dass sie ьber §Y%d%s§W %s, §Y%d%s§W %s, §Y%d%s§W %s, §Y%d%s§W %s, §Y%d%s§W %s, §Y%d%s§W %s und §Y%d%s§W %s verfьgen.;Wiemy, їe maj№ ok. §Y%d%s§W %s, §Y%d%s§W %s, §Y%d%s§W %s, §Y%d%s§W %s, §Y%d%s§W %s, §Y%d%s§W %s and §Y%d%s§W %s.;;Мы знаем, что они имеют §Y%d%s§W %s, §Y%d%s§W %s, §Y%d%s§W %s, §Y%d%s§W %s, §Y%d%s§W %s, §Y%d%s§W %s and §Y%d%s§W %s.;;;X
SPY_HQ_ALL_LEVELS;and §Y%d§W HQs.;et §Y%d§W QGs.;e §Y%d§W QGs.;y §Y%d§W HQs.;und §Y%d§W HQs.;i §Y%d§W centrуw dowodzenia.;;и §Y%d§W штабов.;;;X
SPY_SUBMARINES_AND_TRANSPORTS_ALL_LEVELS;§Y%d§W submarines and §Y%d§W transports, ;§Y%d§W sous-marins et §Y%d§W transports, ;§Y%d§W sottomarini e §Y%d§W veicoli da trasporto, ;§Y%d§W submarinos y §Y%d§W transportes, ;§Y%d§W U-Boote und §Y%d§W Transportschiffe, ;§Y%d§W іodzi podwodnych i §Y%d§W statkуw transportowych, ;;§Y%d§W субмарин и §Y%d§W транспортов, ;;;X
##;;;;;;;;;;;X
PSMOVED_SETUP;When one of our policy sliders has been auto-moved.;Lorsque notre politique a йtй modifiйe automatiquement.;Quando una della barre della politica и stata spostata automaticamente.;Cuando uno de nuestras polнticas se modifica automбticamente.;Wenn ein Politik-Slider automatisch verschoben wurde.;Kiedy jedno z naszych ustawieс polityki byіo zmienione automatycznie.;;Когда один из рычагов нашей политики был автоизменен;;;X
PSMOVED_HEADER;POLICY BRIEFING;RAPPORT DE POLITIQUE;RAPPORTO SULLA POLITICA;INFORME POLITICO;POLITIK-BESPRECHUNG;RAPORT POLITYCZNY;;ПОЛИТИЧЕСКОЕ СООБЩЕНИЕ ;;;X
PSMOVED_1;%t!;%t!;%t!;%t!;%t!;%t!;;%t!;;;X
PSMOVED_2;Our policy has been moved one step toward;Notre politique a йvoluй d'un cran vers;La nostra linea politica и stata spostata di un grado verso;Nuestra polнtica se han desplazado un paso hacia.;Unsere Politik wurde einen Schritt in Richtung;Nasza polityka zostaіa zmieniona o jeden krok w kierunku;;Наша внутренняя политика была изменена в направлении;;;X
PSMOVED_3;%s.;%s.;%s.;%s.;%s bewegt.;%s.;;%s.;;;X
PSMOVED_4;Current value:;Valeur actuelle:;Valore corrente:;Valor actual:;Aktueller Wert:;Aktualna wartoњж:;;Текущее значение:;;;X
PSMOVED_5;%s.;%s.;%s.;%s.;%s.;%s.;;%s.;;;X
PSMOVED_6;;;;;;;;;;;X
PSMOVED_LOG;Our policy has been moved one step toward %s. Current value: %s.;Notre politique a йvoluй d'un cran vers %s. Valeur Actuelle: %s.;La nostra linea politica и stata spostata di un grado verso %s. Valore corrente: %s.;Nuestra polнtica se han desplazado un paso hacia %s. Valor actual: %s.;Unsere Politik wurde einen Schritt in Richtung %s bewegt. Aktueller Wert: %s.;Nasza polityka zostaіa przesuniкta o jeden krok w kierunku %s. Aktualna wartoњж: %s.;;Наша внутренняя политика изменилась на одно положение в сторону %s. Текущее значение: %s.;;;X
PSMOVED_BTN1;OK;D'accord;OK;Aceptar;OK;OK;;ОК;;;X
PSMOVED_BTN2;Goto;Aller а;Vai a;Ir allн;Gehe zu;Przejdџ;;Перейти;;;X
##;;;;;;;;;;;X
PSINVALID_SETUP;When our policy sliders cannot be auto-moved.;Lorsque notre politique ne peut кtre modifiйe automatiquement.;Quando le nostre barre della politica non possono essere spostate automaticamente.;Cuando nuestra barra polнtica no se puede mover automбticamente.;Wenn ein Politik-Slider nicht mehr automatisch bewegt werden kann.;Kiedy nasze ustawienia polityki nie mog№ byж zmienione automatycznie.;;Когда один из рычагов нашей политики не может быть автоизменен;;;X
PSINVALID_HEADER;POLICY BRIEFING;RAPPORT DE POLITIQUE;RAPPORTO SULLA POLITICA;INFORME POLITICO;POLITIK-BESPRECHUNG;RAPORT POLITYCZNY;;ПОЛИТИЧЕСКОЕ СООБЩЕНИЕ ;;;X
PSINVALID_1;%t!;%t!;%t!;%t!;%t!;%t!;;%t!;;;X
PSINVALID_2;Our policy cannot be moved further toward;Notre politique ne peut йvoluer vers;La nostra linea politica non puт essere spostata ulteriormente verso;Nuestra polнtica ya no puede desplazarse mбs;Unser Politikslider kann nicht weiter in Richtung;Nasza polityka nie moїe zostaж dalej zmieniona w kierunku;;Наша внутренняя политика не может дальше меняться в направлении;;;X
PSINVALID_3;%s.;%s.;%s.;%s.;bewegt werden.;%s.;;%s.;;;X
PSINVALID_4;Current value:;Valeur actuelle:;Valore corrente:;Valor actual:;Aktueller Wert:;Aktualna wartoњж:;;Текущее значение:;;;X
PSINVALID_5;%s.;%s.;%s.;%s.;%s.;%s.;;%s.;;;X
PSINVALID_6;;;;;;;;;;;X
PSINVALID_LOG;Our policy cannot be moved further toward %s. Current value: %s.;Notre politique ne peut йvoluer vers %s. Valeur actuelle: %s.;La nostra linea politica non puт essere spostata ulteriormente verso %s. Valore corrente: %s.;Nuestra polнtica ya no puede desplazarse mбs %s. Valor actual: %s.;Unser Politikslider kann nicht weiter in Richtung %s bewegt werden. Aktueller Wert: %s.;Nasza polityka nie moїe zostaж dalej zmieniona w kierunku %s. Aktualna wartoњж: %s.;;Наша внутренняя политика не может дальше меняться в сторону %s. Текущее значение: %s.;;;X
PSINVALID_BTN1;OK;D'accord;OK;Aceptar;OK;OK;;ОК;;;X
PSINVALID_BTN2;Goto;Aller а;Vai a;Ir allн;Gehe zu;Przejdџ;;Перейти;;;X
##;;;;;;;;;;;X
PSALLOWED_SETUP;When our policy sliders can be moved.;Lorsque l'une de nos politiques peut кtre modifiйe.;Quando и possibile cambiare le politiche.;Cuando nuestra barra polнtica se puede mover.;Wenn ein Slider bewegt werden kann.;Kiedy nasze ustawienia polityki mog№ byж zmienione.;;Когда один из рычагов нашей политики может изменяться;;;X
PSALLOWED_HEADER;POLICY BRIEFING;RAPPORT DE POLITIQUE;RAPPORTO SULLA POLITICA;INFORME POLITICO;POLITIK-BESPRECHUNG;RAPORT POLITYCZNY;;ПОЛИТИЧЕСКОЕ СООБЩЕНИЕ ;;;X
PSALLOWED_1;%t!;%t!;%t!;%t!;%t!;%t!;;%t!;;;X
