Name;ID;Country;Rank 3 Year;Rank 2 Year;Rank 1 Year;Rank 0 Year;Ideal Rank;Max Skill;Traits;Skill;Experience;Loyalty;Type;Picture;Start Year;End Year;x
Barger;86001;AUS;1930;1940;1990;1990;3;4;0;1;0;4;0;L2701;1930;1960;x
Bassler;86002;AUS;1930;1939;1990;1990;2;4;1;1;0;5;0;L2702;1930;1960;x
Beyer;86003;AUS;1930;1930;1930;1990;1;6;528;2;0;4;0;L2703;1930;1960;x
Bornemann;86004;AUS;1930;1941;1990;1990;3;5;0;1;0;4;0;L2704;1930;1960;x
Britzelmayr;86005;AUS;1944;1990;1990;1990;3;4;0;0;0;2;0;L2705;1944;1960;x
Eglseer;86006;AUS;1930;1990;1990;1990;3;5;256;1;0;3;0;L2706;1930;1960;x
Eppich;86007;AUS;1930;1990;1990;1990;3;5;256;0;0;5;0;L2707;1930;1960;x
Ernst;86008;AUS;1930;1930;1939;1990;2;7;513;1;0;5;0;L2708;1930;1960;x
Feurstein;86009;AUS;1930;1930;1990;1990;2;5;256;1;0;4;0;L2709;1930;1960;x
Gebauer;86010;AUS;1930;1930;1930;1990;1;4;513;1;0;5;0;L2710;1930;1960;x
Glaise-Horstenau;86011;AUS;1930;1930;1990;1990;2;3;0;0;0;3;0;L2711;1930;1960;x
Gräser;86012;AUS;1939;1990;1990;1990;3;5;0;0;0;5;0;L2712;1939;1960;x
Hammer;86013;AUS;1930;1990;1990;1990;3;4;32;0;0;5;0;L2713;1930;1960;x
Haselmayr;86014;AUS;1930;1990;1990;1990;3;5;12;0;0;3;0;L2714;1930;1960;x
Hickmann;86015;AUS;1930;1939;1944;1990;2;5;32;2;0;4;0;L2715;1930;1960;x
Kienbauer;86016;AUS;1930;1990;1990;1990;3;4;0;0;0;4;0;L2716;1930;1960;x
Kotik;86017;AUS;1930;1930;1939;1990;2;3;513;1;0;3;0;L2717;1930;1960;x
Kritek;86018;AUS;1930;1930;1940;1990;2;5;514;1;0;5;0;L2718;1930;1960;x
Kubena;86019;AUS;1930;1930;1943;1945;2;5;0;3;0;4;0;L2719;1930;1960;x
Leitner;86020;AUS;1930;1930;1990;1990;2;3;0;0;0;3;0;L2720;1930;1960;x
Martinek;86021;AUS;1939;1990;1990;1990;3;6;384;1;0;5;0;L2721;1939;1960;x
Materna;86022;AUS;1930;1990;1990;1990;3;4;8;1;0;4;0;L2722;1930;1960;x
Meixner von Zweienstamm;86023;AUS;1930;1930;1938;1990;2;4;528;1;0;4;0;L2723;1930;1960;x
Mickl;86024;AUS;1939;1990;1990;1990;3;5;128;0;0;3;0;L2724;1939;1960;x
Moyses;86025;AUS;1938;1942;1990;1990;3;5;32;1;0;3;0;L2725;1938;1960;x
Pohl;86026;AUS;1930;1943;1990;1990;3;5;0;1;0;4;0;L2726;1930;1960;x
Rendulic;86027;AUS;1930;1990;1990;1990;3;6;128;1;0;2;0;L2727;1930;1960;x
Schaffarz;86028;AUS;1930;1930;1990;1990;2;4;0;0;0;4;0;L2728;1930;1960;x
Schariczer von Rény;86029;AUS;1930;1930;1939;1990;2;5;544;1;0;4;0;L2729;1930;1960;x
Schilhawsky;86030;AUS;1930;1930;1930;1990;1;5;516;1;0;5;0;L2730;1930;1960;x
Schmidt;86031;AUS;1941;1943;1990;1990;2;5;0;1;0;4;0;L2731;1941;1960;x
Schubert;86032;AUS;1930;1990;1990;1990;3;4;0;0;0;5;0;L2732;1930;1960;x
Seebauer;86033;AUS;1942;1945;1990;1990;2;5;128;1;0;5;0;L2733;1942;1960;x
Stümpfl;86034;AUS;1930;1990;1990;1990;3;4;0;0;0;4;0;L2734;1930;1960;x
Towarek;86035;AUS;1941;1990;1990;1990;3;6;64;0;0;5;0;L2735;1941;1960;x
Vaugoin;86036;AUS;1930;1930;1990;1990;2;3;1;0;0;5;0;L2736;1930;1960;x
Vesely;86037;AUS;1930;1990;1990;1990;3;3;0;0;0;5;0;L2737;1930;1960;x
von Brudermann;86038;AUS;1930;1930;1940;1990;2;4;521;2;0;4;0;L2738;1930;1960;x
von Eimannsberger;86039;AUS;1930;1930;1990;1990;2;4;513;1;0;5;0;L2739;1930;1960;x
von Hegedüs;86040;AUS;1940;1943;1990;1990;2;3;2;1;0;4;0;L2740;1940;1960;x
von Hubicki;86041;AUS;1930;1930;1990;1990;2;6;128;2;0;4;0;L2741;1930;1960;x
von Jahn;86042;AUS;1930;1941;1990;1990;2;5;16;1;0;5;0;L2742;1930;1960;x
von Jansa;86043;AUS;1930;1930;1939;1990;1;4;2;1;0;4;0;L2743;1930;1960;x
von Schönburg-Hartenstein;86044;AUS;1930;1930;1940;1990;2;5;576;2;0;5;0;L2744;1930;1960;x
von Waldstätten;86045;AUS;1930;1930;1990;1990;2;5;514;1;0;4;0;L2745;1930;1960;x
von Wittas;86046;AUS;1930;1942;1946;1990;2;5;260;2;0;5;0;L2746;1930;1960;x
Wessely;86047;AUS;1930;1939;1990;1990;2;5;528;2;0;4;0;L2747;1930;1960;x
Zaiser;86048;AUS;1930;1939;1943;1990;2;5;256;2;0;4;0;L2748;1930;1960;x
Zborzil;86049;AUS;1930;1943;1990;1990;3;5;0;1;0;4;0;L2749;1930;1960;x
Zehner;86050;AUS;1930;1930;1930;1930;0;3;2;0;0;5;0;L2750;1930;1960;x
von Hegedüs;86053;AUS;1930;1939;1990;1990;2;3;0;1;0;4;1;L2753;1930;1960;x
von Klopfenburg;86054;AUS;1930;1990;1990;1990;3;3;0;0;0;5;1;L2754;1930;1960;x
Brunner;86056;AUS;1941;1990;1990;1990;3;4;16384;0;0;4;2;L2756;1941;1960;x
Longin;86057;AUS;1930;1990;1990;1990;3;4;32768;0;0;5;2;L2757;1930;1960;x
Löhr;86058;AUS;1930;1930;1990;1990;2;6;16384;1;0;3;2;L2758;1930;1960;x
Schöbel;86059;AUS;1939;1990;1990;1990;3;4;0;1;0;4;2;L2759;1939;1960;x
Vodepp;86061;AUS;1939;1990;1990;1990;3;4;0;0;0;5;2;L2761;1939;1960;x
von Jahn;86062;AUS;1941;1990;1990;1990;3;3;0;0;0;5;2;L2762;1941;1960;x
Yllam;86064;AUS;1930;1930;1939;1990;2;5;4608;3;0;4;2;L2764;1930;1960;x
Klimann;86065;AUS;1930;1990;1990;1990;3;3;2;0;0;5;0;L2765;1930;1960;x
Knaus;86066;AUS;1930;1990;1990;1990;3;3;128;0;0;5;0;L2766;1930;1960;x
Reinl;86067;AUS;1930;1990;1990;1990;3;4;64;0;0;5;0;L2767;1930;1960;x
Schenck;86068;AUS;1930;1990;1990;1990;3;3;1;0;0;5;0;L2768;1930;1960;x
Horthy;86069;AUS;1930;1930;1930;1990;1;7;512;2;0;5;1;L31189;1930;1990;x
Kuttelwascher;86070;AUS;1930;1930;1990;1990;2;4;4096;0;0;2;2;L18050;1930;1960;x
Bartos;86100;AUS;1930;1930;1990;1990;2;4;0;0;0;2;0;L18000;1930;1945;x
Beranek;86101;AUS;1930;1942;1990;1990;3;4;1;1;0;3;0;L18001;1930;1944;x
Bláha;86102;AUS;1930;1990;1990;1990;3;5;0;0;0;2;0;L18002;1930;1945;x
Bosek;86103;AUS;1938;1942;1990;1990;3;6;128;1;0;5;0;L18003;1938;1960;x
Cérny;86104;AUS;1930;1990;1990;1990;3;4;0;0;0;5;0;L18004;1930;1941;x
Cihak;86105;AUS;1937;1942;1945;1990;3;5;128;2;0;3;0;L18005;1937;1960;x
Drgac;86106;AUS;1937;1943;1990;1990;3;5;128;1;0;5;0;L18006;1937;1960;x
Elias;86107;AUS;1930;1930;1990;1990;2;4;0;0;0;3;0;L18007;1930;1943;x
Fassati;86108;AUS;1930;1990;1990;1990;3;4;128;0;0;3;0;L18008;1930;1944;x
Fiala;86109;AUS;1930;1940;1990;1990;3;4;0;0;0;3;0;L18009;1930;1960;x
Gajda;86110;AUS;1930;1930;1990;1990;2;4;0;0;0;3;0;L18010;1930;1939;x
Hasal;86111;AUS;1930;1930;1990;1990;2;4;32;0;0;3;0;L18011;1930;1939;x
Homola;86112;AUS;1930;1930;1990;1990;2;4;16;0;0;5;0;L18012;1930;1960;x
Hosek;86113;AUS;1937;1941;1990;1990;3;5;0;1;0;3;0;L18013;1937;1960;x
Husarek;86114;AUS;1930;1930;1990;1990;2;4;0;1;0;3;0;L18014;1930;1939;x
Ingr;86115;AUS;1930;1938;1943;1990;2;6;2;2;0;3;0;L18015;1930;1960;x
Kajdos;86116;AUS;1930;1990;1990;1990;3;4;64;0;0;5;0;L18016;1930;1939;x
Kána;86117;AUS;1930;1990;1990;1990;3;4;0;0;0;3;0;L18017;1930;1939;x
Koutnak;86118;AUS;1937;1990;1990;1990;3;6;128;0;0;3;0;L18018;1937;1943;x
Kravak;86119;AUS;1937;1990;1990;1990;3;5;256;0;0;3;0;L18019;1937;1944;x
Krejci;86120;AUS;1930;1930;1930;1930;0;4;1;1;0;5;0;L18020;1930;1939;x
Kutlvasr;86121;AUS;1930;1930;1990;1990;2;6;4;0;0;5;0;L18021;1930;1939;x
Luza;86122;AUS;1930;1930;1990;1990;2;4;0;0;0;3;0;L18022;1930;1939;x
Marvan;86123;AUS;1937;1941;1943;1990;2;5;0;2;0;3;0;L18023;1937;1960;x
Moravec;86124;AUS;1930;1990;1990;1990;3;4;2;0;0;5;0;L18024;1930;1939;x
Neumann;86125;AUS;1930;1990;1990;1990;3;4;8;0;0;4;0;L18025;1930;1939;x
Pavlik;86126;AUS;1930;1930;1990;1990;2;6;2;0;0;5;0;L18026;1930;1939;x
Petrik;86127;AUS;1930;1990;1990;1990;3;5;0;0;0;4;0;L18027;1930;1939;x
Pika;86128;AUS;1937;1990;1990;1990;3;4;64;0;0;3;0;L18028;1937;1960;x
Prchala;86129;AUS;1930;1930;1990;1990;2;4;2;0;0;3;0;L18029;1930;1939;x
Prokop;86130;AUS;1930;1937;1990;1990;3;4;256;1;0;3;0;L18030;1930;1939;x
Rychtrmoc;86131;AUS;1930;1930;1990;1990;2;5;0;0;0;1;0;L18031;1930;1945;x
Rytir;86132;AUS;1930;1990;1990;1990;3;4;0;0;0;3;0;L18032;1930;1939;x
Sklenkovsky;86133;AUS;1930;1930;1943;1990;2;6;64;1;0;5;0;L18033;1930;1960;x
Svátek;86134;AUS;1930;1990;1990;1990;3;6;256;0;0;4;0;L18034;1930;1960;x
Syrovy;86135;AUS;1930;1930;1930;1990;1;4;0;2;0;5;0;L18035;1930;1939;x
Vedral-Sazásky;86136;AUS;1930;1990;1990;1990;3;6;0;0;0;2;0;L18036;1930;1945;x
Viest;86137;AUS;1930;1930;1944;1990;2;4;0;1;0;3;0;L18037;1930;1960;x
Vojcechovsky;86138;AUS;1930;1930;1930;1990;1;4;0;1;0;3;0;L18038;1930;1951;x
Votruba;86139;AUS;1930;1930;1930;1990;1;4;0;1;0;3;0;L18039;1930;1939;x
Vseticka;86140;AUS;1930;1930;1990;1990;2;4;1;0;0;4;0;L18040;1930;1939;x
Hasal;86141;AUS;1930;1930;1990;1990;2;4;0;0;0;3;1;L18041;1930;1939;x
Bekr;86144;AUS;1937;1990;1990;1990;3;4;0;0;0;5;2;L18044;1937;1943;x
Cíla;86145;AUS;1930;1930;1990;1990;2;4;0;0;0;5;2;L18045;1930;1939;x
Dvorak;86146;AUS;1937;1990;1990;1990;3;4;0;0;0;5;2;L18046;1937;1960;x
Frantisek;86147;AUS;1937;1945;1990;1990;3;6;65536;1;0;5;2;L18047;1937;1960;x
Janousek;86148;AUS;1930;1990;1990;1990;3;6;4096;0;0;5;2;L18048;1930;1942;x
Janouska;86149;AUS;1930;1930;1930;1990;1;4;0;1;0;2;2;L18049;1930;1939;x
Andras;86200;AUS;1944;1990;1990;1990;3;4;256;0;0;5;0;L31100;1944;1990;x
Algya-Pap;86201;AUS;1938;1942;1990;1990;2;5;4;1;0;3;0;L31101;1938;1946;x
Babics;86202;AUS;1940;1990;1990;1990;3;6;0;0;0;5;0;L31102;1940;1990;x
Bajnóczy;86203;AUS;1930;1930;1943;1990;1;5;64;1;0;5;0;L31103;1930;1990;x
Bakay;86204;AUS;1930;1943;1990;1990;3;5;0;1;0;2;0;L31104;1930;1990;x
Barankay;86205;AUS;1930;1990;1990;1990;3;5;0;0;0;3;0;L31105;1930;1942;x
Barthá von Dálnokfalva;86206;AUS;1930;1930;1930;1990;1;4;544;1;0;5;0;L31106;1930;1942;x
Baumann;86207;AUS;1944;1990;1990;1990;3;4;0;0;0;5;0;L31107;1944;1990;x
Beldy;86208;AUS;1937;1943;1990;1990;3;5;0;1;0;5;0;L31108;1937;1946;x
Beregffy;86209;AUS;1930;1937;1941;1990;1;5;0;2;0;5;0;L31109;1930;1990;x
Berzin;86210;AUS;1945;1947;1990;1990;3;6;4;1;0;5;0;L31110;1945;1990;x
Billinitzer;86211;AUS;1930;1930;1990;1990;2;5;513;1;0;4;0;L31111;1930;1940;x
Bor;86212;AUS;1942;1944;1990;1990;2;4;0;1;0;5;0;L31112;1942;1990;x
Brunswik;86213;AUS;1941;1946;1990;1990;3;5;4;1;0;5;0;L31113;1941;1990;x
Csatay von Csatai;86214;AUS;1930;1930;1941;1990;1;6;576;1;0;5;0;L31114;1930;1990;x
Csicserics von Bacsány;86215;AUS;1930;1930;1990;1990;2;5;514;1;0;4;0;L31115;1930;1939;x
Dalos;86216;AUS;1942;1990;1990;1990;3;6;0;0;0;4;0;L31116;1942;1944;x
Deák;86217;AUS;1944;1990;1990;1990;3;6;128;1;0;2;0;L31117;1944;1990;x
Decleva;86218;AUS;1938;1940;1942;1990;2;6;1;2;0;5;0;L31118;1938;1950;x
Denk;86219;AUS;1930;1930;1938;1990;2;6;516;1;0;5;0;L31119;1930;1990;x
Domaniczky;86220;AUS;1938;1941;1990;1990;2;6;516;2;0;3;0;L31120;1938;1945;x
Dömötör;86221;AUS;1939;1942;1990;1990;2;6;2;2;0;4;0;L31121;1939;1990;x
Duska;86222;AUS;1944;1990;1990;1990;3;7;16;0;0;2;0;L31122;1944;1990;x
Fábry;86223;AUS;1938;1940;1990;1990;2;6;513;1;0;4;0;L31123;1938;1990;x
Faragho;86224;AUS;1940;1943;1990;1990;2;5;2;1;0;5;0;L31124;1940;1953;x
Farkas;86225;AUS;1941;1943;1945;1990;2;5;0;2;0;5;0;L31125;1941;1990;x
Ferjentsik;86227;AUS;1930;1930;1990;1990;2;4;512;1;0;5;0;L31127;1930;1939;x
Friedrich;86228;AUS;1938;1990;1990;1990;3;4;0;0;0;5;0;L31128;1938;1939;x
Gálócsy;86229;AUS;1944;1990;1990;1990;3;5;32;2;0;3;0;L31129;1944;1958;x
Gátmezei;86230;AUS;1944;1990;1990;1990;3;6;256;0;0;5;0;L31130;1944;1990;x
Gorondy-Novák;86231;AUS;1930;1938;1941;1990;1;7;516;3;0;4;0;L31131;1930;1954;x
Grassy;86232;AUS;1942;1990;1990;1990;3;7;128;2;0;5;0;L31132;1942;1990;x
Gömbös;86233;AUS;1930;1990;1990;1990;3;6;2;0;0;5;0;L31133;1930;1940;x
Hardy;86234;AUS;1942;1990;1990;1990;3;5;0;0;0;5;0;L31134;1942;1990;x
Hennyey;86235;AUS;1930;1941;1944;1990;2;7;2;3;0;5;0;L31135;1930;1990;x
Heszlényi;86236;AUS;1939;1942;1944;1990;2;6;1;3;0;5;0;L31136;1939;1990;x
Hollósy-Kuthy;86237;AUS;1942;1944;1990;1990;2;6;32;2;0;5;0;L31137;1942;1990;x
Honty;86238;AUS;1939;1990;1990;1990;3;4;0;0;0;2;0;L31138;1939;1943;x
Horváth F;86239;AUS;1943;1944;1990;1990;1;6;256;2;0;5;0;L31139;1943;1990;x
Horváth S;86240;AUS;1940;1990;1990;1990;3;6;128;1;0;5;0;L31140;1942;1990;x
Ibrányi;86241;AUS;1942;1944;1990;1990;2;6;4;2;0;5;0;L31141;1942;1990;x
Jány;86242;AUS;1930;1937;1941;1990;3;7;2;3;0;5;0;L31142;1930;1990;x
Kir;86243;AUS;1945;1947;1990;1990;2;4;0;1;0;5;0;L31143;1945;1990;x
Kolossváry;86244;AUS;1941;1990;1990;1990;3;5;1;1;0;5;0;L31144;1941;1942;x
Kolthay;86245;AUS;1940;1942;1990;1990;2;6;64;2;0;5;0;L31145;1940;1990;x
Kozsard;86246;AUS;1930;1930;1990;1990;2;5;528;1;0;5;0;L31146;1930;1939;x
Lakatos;86247;AUS;1938;1940;1943;1990;2;7;0;3;0;4;0;L31147;1938;1990;x
László;86248;AUS;1941;1943;1944;1990;2;6;0;2;0;4;0;L31148;1941;1990;x
Lázár;86249;AUS;1942;1944;1990;1990;3;4;2;1;0;4;0;L31149;1942;1990;x
Lukachich;86250;AUS;1930;1930;1990;1990;2;4;514;1;0;4;0;L31150;1930;1943;x
Magyarosy;86251;AUS;1940;1942;1944;1990;2;6;4;2;0;5;0;L31151;1940;1990;x
Massányi;86252;AUS;1945;1990;1990;1990;3;6;2;0;0;3;0;L31152;1945;1990;x
Merézs;86253;AUS;1944;1990;1990;1990;3;5;4;0;0;5;0;L31153;1944;1990;x
Mezö;86254;AUS;1941;1990;1990;1990;3;5;0;1;0;5;0;L31154;1941;1990;x
Miklós;86255;AUS;1938;1940;1943;1990;2;6;0;3;0;4;0;L31155;1938;1990;x
Náday;86256;AUS;1937;1940;1942;1990;1;7;0;3;0;3;0;L31156;1937;1990;x
Nagy V;86257;AUS;1930;1937;1940;1990;2;6;2;2;0;5;0;L31157;1930;1990;x
Oszlányi;86258;AUS;1942;1990;1990;1990;3;7;0;1;0;4;0;L31158;1942;1990;x
Osztovics;86259;AUS;1944;1990;1990;1990;3;6;128;0;0;4;0;L31159;1944;1990;x
Pataky;86260;AUS;1942;1990;1990;1990;3;6;0;0;0;3;0;L31160;1942;1946;x
Pokorny;86261;AUS;1930;1990;1990;1990;3;6;513;1;0;5;0;L31161;1930;1941;x
Revy;86262;AUS;1930;1939;1990;1990;2;4;513;1;0;3;0;L31162;1930;1940;x
Ruszkiczay-Rüdiger;86263;AUS;1930;1941;1943;1990;2;6;1;2;0;5;0;L31163;1930;1990;x
Röder;86264;AUS;1939;1945;1990;1990;3;6;0;2;0;4;0;L31164;1939;1990;x
Sáska;86265;AUS;1942;1990;1990;1990;3;6;128;1;0;5;0;L31165;1942;1990;x
Selkey;86266;AUS;1943;1990;1990;1990;3;4;64;0;0;5;0;L31166;1943;1990;x
Shvoy;86267;AUS;1930;1930;1935;1990;3;6;514;3;0;4;0;L31167;1939;1942;x
Sipos;86268;AUS;1930;1930;1990;1990;2;4;514;1;0;3;0;L31168;1930;1938;x
Siprák;86269;AUS;1948;1990;1990;1990;3;5;128;0;0;4;0;L31169;1948;1990;x
Sónyi;86270;AUS;1930;1930;1930;1990;1;6;513;2;0;3;0;L31170;1930;1958;x
Székely;86271;AUS;1938;1945;1990;1990;3;6;1;2;0;3;0;L31171;1938;1990;x
Szombathelyi;86272;AUS;1930;1938;1941;1943;0;7;0;3;0;4;0;L31172;1930;1990;x
Sztójay;86273;AUS;1930;1939;1944;1990;2;3;0;2;0;5;0;L31173;1930;1990;x
Szügyi;86274;AUS;1944;1990;1990;1990;3;7;256;1;0;5;0;L31174;1944;1990;x
Szurmay;86275;AUS;1941;1990;1990;1990;3;6;2;2;0;3;0;L31175;1941;1990;x
Tapody;86276;AUS;1940;1990;1990;1990;3;4;256;0;0;4;0;L31176;1940;1943;x
Tarnay;86277;AUS;1942;1990;1990;1990;3;5;0;1;0;5;0;L31177;1942;1990;x
Ternegg K;86278;AUS;1939;1942;1944;1990;2;6;64;2;0;5;0;L31178;1939;1990;x
Tóth;86279;AUS;1941;1990;1990;1990;3;6;128;0;0;4;0;L31179;1941;1944;x
Ujvári;86280;AUS;1943;1990;1990;1990;3;4;16;0;0;4;0;L31180;1943;1990;x
Vastagh;86281;AUS;1930;1938;1990;1990;2;5;2;1;0;4;0;L31181;1930;1941;x
Vattay;86282;AUS;1940;1943;1990;1990;2;6;0;2;0;1;0;L31182;1940;1990;x
Veress;86283;AUS;1937;1940;1944;1990;2;7;128;3;0;5;0;L31183;1937;1990;x
Világhy;86284;AUS;1941;1990;1990;1990;3;4;0;0;0;3;0;L31184;1941;1944;x
Stomm;86285;AUS;1939;1941;1945;1990;2;7;128;3;0;5;0;L31185;1939;1990;x
Vörös;86286;AUS;1940;1942;1944;1990;3;7;0;1;0;5;0;L31186;1940;1990;x
Werth;86287;AUS;1930;1930;1938;1990;1;7;513;2;0;4;0;L31187;1930;1941;x
Hardy;86288;AUS;1935;1942;1990;1990;3;4;0;0;0;5;1;L31188;1935;1990;x
Debrödy;86292;AUS;1944;1947;1990;1990;3;5;4096;1;0;4;2;L31192;1944;1990;x
Hellebronth;86293;AUS;1942;1990;1990;1990;3;6;4096;0;0;5;2;L31193;1943;1990;x
Justy;86294;AUS;1940;1942;1944;1990;1;4;0;2;0;5;2;L31194;1940;1990;x
Littay;86295;AUS;1930;1936;1940;1990;1;6;512;2;0;5;0;L31195;1930;1941;x
Pirity;86296;AUS;1942;1990;1990;1990;3;4;32768;0;0;4;2;L31196;1942;1990;x
Pottyondy;86297;AUS;1945;1945;1990;1990;2;4;0;1;0;4;2;L31197;1945;1990;x
Rákosi;86298;AUS;1930;1940;1990;1990;2;4;0;1;0;5;2;L31198;1930;1943;x
Rapaich;86299;AUS;1930;1939;1990;1990;2;4;16384;1;0;4;2;L31199;1930;1990;x
Szabados;86300;AUS;1943;1990;1990;1990;3;4;4096;0;0;4;2;L31200;1943;1990;x
Szentgyörgyi;86301;AUS;1945;1990;1990;1990;3;5;0;0;0;5;2;L31201;1945;1990;x
Szobránci;86302;AUS;1942;1990;1990;1990;3;5;0;0;0;4;2;L31202;1942;1990;x
Tomor;86303;AUS;1940;1946;1990;1990;2;5;0;1;0;3;2;L31203;1944;1990;x
Újszászy;86304;AUS;1939;1941;1990;1990;2;5;0;1;0;5;2;L31204;1939;1990;x
Király B;86312;AUS;1949;1956;1990;1990;2;6;0;0;0;5;0;L31212;1949;1990;x
Bangha;86313;AUS;1930;1936;1990;1990;2;6;544;2;0;5;0;L31213;1930;1956;x
Medvey;86314;AUS;1930;1936;1990;1990;2;5;512;1;0;5;0;L31214;1930;1990;x
Falta;86316;AUS;1930;1937;1990;1990;2;4;512;0;0;5;0;L31216;1930;1939;x
Barabás;86318;AUS;1930;1938;1990;1990;2;5;0;1;0;5;0;L31218;1930;1948;x
Mérey;86319;AUS;1930;1938;1990;1990;2;5;0;1;0;5;0;L31219;1930;1990;x
Kiss J;86320;AUS;1930;1938;1945;1990;2;5;0;0;0;5;0;L31220;1930;1990;x
Füleky;86332;AUS;1937;1939;1990;1990;2;6;1;0;0;5;0;L31232;1937;1990;x
Kiss L;86333;AUS;1937;1939;1990;1990;2;6;1;2;0;5;0;L31233;1937;1990;x
Nagy Gy;86334;AUS;1937;1940;1990;1990;2;6;0;2;0;5;0;L31234;1937;1945;x
Horváth L;86336;AUS;1938;1940;1990;1990;2;6;0;1;0;5;0;L31236;1938;1990;x
Gyimesi E;86339;AUS;1938;1941;1990;1990;2;6;256;1;0;5;0;L31239;1938;1990;x
Damasy;86340;AUS;1938;1941;1990;1990;3;4;2;0;0;5;0;L31240;1938;1990;x
Nemerey;86341;AUS;1938;1941;1990;1990;3;6;2;1;0;5;0;L31241;1938;1958;x
Koós;86346;AUS;1940;1942;1990;1990;2;5;0;1;0;5;0;L31246;1940;1990;x
Máthé;86347;AUS;1940;1942;1990;1990;2;6;0;2;0;5;0;L31247;1940;1990;x
Németh J II;86348;AUS;1940;1942;1990;1990;2;6;0;1;0;5;0;L31248;1940;1990;x
Aggteleky;86350;AUS;1940;1942;1990;1990;2;4;0;0;0;5;0;L31250;1940;1990;x
