Name;ID;Country;Rank 3 Year;Rank 2 Year;Rank 1 Year;Rank 0 Year;Ideal Rank;Max Skill;Traits;Skill;Experience;Loyalty;Type;Picture;Start Year;End Year;x
Kernichek;503002;CYN;1930;1990;1990;1990;3;2;1;0;0;5;0;L503002;1930;1960;x
Li Fuying;503003;CYN;1930;1940;1942;1990;2;3;0;2;0;4;0;L50174;1930;1960;x
Peng Ziqin;503004;CYN;1930;1990;1990;1990;3;3;8;0;0;5;0;L503004;1930;1960;x
Rudin;503005;CYN;1930;1990;1990;1990;3;2;128;0;0;5;0;L503005;1930;1960;x
Rymakov;503006;CYN;1930;1990;1990;1990;3;2;256;0;0;5;0;L503006;1930;1960;x
Shang Zhen;503007;CYN;1930;1938;1990;1990;3;2;1;1;0;5;0;L503007;1930;1960;x
Shi Zibo;503008;CYN;1930;1938;1990;1990;2;3;0;1;0;5;0;L503008;1930;1960;x
Dong Qiwu;503009;CYN;1938;1990;1990;1990;3;2;0;0;0;4;0;L50300;1938;1960;x
Wang Jingguo;503010;CYN;1930;1930;1990;1990;2;2;2;0;0;3;0;L50314;1930;1960;x
Yan Xishan;503011;CYN;1930;1930;1938;1940;0;3;2;2;0;5;0;L50348;1930;1960;x
Krolcheff;503012;CYN;1930;1930;1990;1990;2;2;0;0;0;5;1;L503012;1930;1960;x
Rymakov;503013;CYN;1930;1990;1990;1990;3;2;0;0;0;5;1;L503006;1930;1960;x
Yan Xishan;503014;CYN;1930;1930;1938;1990;1;2;0;1;0;5;1;L50348;1930;1960;x
Groszchivili;503015;CYN;1930;1939;1990;1990;2;2;0;1;0;5;2;L503015;1930;1960;x
Piryakin;503016;CYN;1930;1990;1990;1990;3;2;4096;0;0;5;2;L503016;1930;1960;x
Yan Xishan;503017;CYN;1930;1930;1938;1990;1;2;0;1;0;5;2;L50348;1930;1960;x
Streccius;503018;CYN;1930;1930;1990;1990;2;5;4;1;0;5;0;L503018;1930;1960;x
von Döring;503019;CYN;1930;1930;1990;1990;2;3;1;1;0;5;0;L503019;1944;1960;x
Abdujohoman;160000;CYN;1930;1930;1990;1990;2;2;0;0;0;4;0;L160000;1930;1960;x
Chang Hsi-liang;160001;CYN;1930;1930;1938;1990;1;2;32;1;0;4;0;L160001;1930;1960;x
Chiang You-fen;160002;CYN;1930;1990;1990;1990;3;2;0;0;0;4;0;L160002;1930;1960;x
Dalerim Khan;160003;CYN;1930;1941;1990;1990;3;3;0;1;0;4;0;L160003;1930;1960;x
Fedyunskij;160004;CYN;1938;1990;1990;1990;3;2;4;0;0;4;0;L160004;1938;1960;x
Ghai;160005;CYN;1940;1990;1990;1990;3;2;2;0;0;4;0;L160005;1940;1960;x
Ghanni Batur;160006;CYN;1930;1990;1990;1990;3;2;16;0;0;4;0;L160006;1930;1960;x
Ha Yu-liang;160007;CYN;1930;1941;1990;1990;3;2;0;1;0;4;0;L160007;1930;1960;x
Hsu You-hsing;160008;CYN;1930;1943;1990;1990;3;2;256;1;0;4;0;L160008;1930;1960;x
Huseinov;160009;CYN;1930;1990;1990;1990;3;2;1;0;0;2;0;L160009;1930;1960;x
Ishakjan Monhakiyev;160010;CYN;1930;1938;1942;1990;2;3;4;2;0;4;0;L160010;1930;1960;x
Kazarian;160011;CYN;1930;1990;1990;1990;3;2;16;0;0;1;0;L160011;1930;1960;x
Liu Cheng-hsin;160012;CYN;1930;1990;1990;1990;3;2;1;0;0;5;0;L160012;1930;1960;x
Liu Pin;160013;CYN;1930;1990;1990;1990;3;2;4;0;0;4;0;L160013;1930;1960;x
Ma Hu-shan;160014;CYN;1930;1930;1990;1990;2;3;4;0;0;1;0;L160014;1930;1960;x
Mahmud;160015;CYN;1930;1930;1930;1990;1;3;2;1;0;1;0;L160015;1930;1960;x
Osman Batur;160016;CYN;1930;1930;1990;1990;2;3;20;01;0;1;0;L160016;1930;1960;x
Pappengut;160017;CYN;1930;1930;1990;1990;2;4;514;1;0;3;0;L160017;1930;1960;x
Polinov;160018;CYN;1930;1941;1990;1990;3;2;4;1;0;3;0;L160018;1930;1960;x
Safiulin;160019;CYN;1930;1930;1990;1990;2;2;4;0;0;4;0;L160019;1930;1960;x
Senungtayev;160020;CYN;1930;1990;1990;1990;3;2;16;0;0;4;0;L160020;1930;1960;x
Seypidin;160021;CYN;1930;1939;1942;1990;2;3;1;2;0;4;0;L160021;1930;1960;x
Shallif Khan;160022;CYN;1930;1930;1990;1990;2;3;64;0;0;2;0;L160022;1930;1960;x
Sheng Shih-chi;160023;CYN;1930;1990;1990;1990;3;2;128;0;0;5;0;L160023;1930;1960;x
Sheng Shih-tsai;160024;CYN;1930;1930;1930;1930;0;2;16;1;0;5;0;L160024;1930;1960;x
Sun Ching-lin;160025;CYN;1930;1990;1990;1990;3;2;0;0;0;4;0;L160025;1930;1960;x
Tang Chih-chuan;160026;CYN;1930;1990;1990;1990;3;2;256;0;0;4;0;L160026;1930;1960;x
Tsui Ying-chun;160027;CYN;1930;1990;1990;1990;3;2;0;0;0;4;0;L160027;1930;1960;x
Wu Hsi-chih;160028;CYN;1930;1990;1990;1990;3;2;128;0;0;4;0;L160028;1930;1960;x
You Teh-sheng;160029;CYN;1930;1990;1990;1990;3;2;0;0;0;4;0;L160029;1930;1960;x
Yuan Ling-yun;160030;CYN;1930;1938;1942;1990;2;3;0;2;0;4;0;L160030;1930;1960;x
Cherepanov;160031;CYN;1930;1990;1990;1990;3;2;1024;0;0;4;1;L160031;1930;1960;x
Jarosh;160032;CYN;1930;1930;1990;1990;2;2;0;0;0;4;1;L160032;1930;1960;x
Sa Chen-ping;160033;CYN;1930;1930;1930;1990;1;2;0;1;0;4;1;L160033;1930;1960;x
Gritsevets;160034;CYN;1930;1990;1990;1990;3;2;0;0;0;4;2;L160034;1930;1960;x
Orlov;160035;CYN;1930;1930;1990;1990;2;3;0;0;0;3;2;L160035;1930;1960;x
Rahov;160036;CYN;1930;1990;1990;1990;3;2;0;0;0;4;2;L160036;1930;1960;x
Ryshkianov;160037;CYN;1930;1939;1990;1990;3;3;0;1;0;4;2;L160037;1930;1960;x
Sedov;160038;CYN;1939;1990;1990;1990;3;2;0;0;0;4;2;L160038;1939;1960;x
