Name;ID;Country;Rank 3 Year;Rank 2 Year;Rank 1 Year;Rank 0 Year;Ideal Rank;Max Skill;Traits;Skill;Experience;Loyalty;Type;Picture;Start Year;End Year;x
Tawfik;340024;EGY;1943;1990;1990;1990;3;4;256;0;0;5;0;L512023;1943;1960;x
Yahya Pasha;340025;EGY;1930;1930;1990;1990;2;4;513;1;0;5;0;M512029;1930;1941;x
Ziwar Pasha;340026;EGY;1930;1930;1990;1990;2;2;0;0;0;5;0;M512009;1930;1941;x
Aflatan Pasha;340027;EGY;1930;1930;1941;1990;2;3;0;1;0;5;1;M512083;1930;1960;x
Azmy Pasha;340028;EGY;1938;1943;1990;1990;2;3;8192;1;0;5;1;M512096;1938;1960;x
Fouad Pasha;340029;EGY;1930;1930;1990;1990;2;2;0;0;0;5;1;L512009;1930;1943;x
Hamid Pasha;340030;EGY;1930;1930;1990;1990;2;3;0;0;0;5;1;L512029;1930;1960;x
Ziwar Pasha;340031;EGY;1930;1930;1930;1990;1;3;0;1;0;5;1;M512009;1930;1945;x
al-Nasser;340032;EGY;1945;1990;1990;1990;3;3;0;0;0;5;2;L512001;1945;1960;x
Azmy Pasha;340033;EGY;1938;1943;1990;1990;2;3;131072;1;0;5;2;M512096;1938;1960;x
el-Hamza Makkawi;340034;EGY;1946;1990;1990;1990;3;3;0;0;0;5;2;L512012;1946;1960;x
Soliman;340035;EGY;1930;1938;1990;1990;2;3;4096;1;0;5;2;M512048;1930;1960;x
Tawfik;340036;EGY;1943;1990;1990;1990;3;3;0;0;0;5;2;L512023;1943;1960;x
Andrews;215001;EGY;1943;1990;1990;1990;3;4;0;1;0;5;0;L58000;1943;1960;x
Awatere;215002;EGY;1941;1990;1990;1990;3;5;16;1;0;5;0;L58001;1941;1946;x
Barrowclough;215003;EGY;1940;1944;1990;1990;3;5;4;2;0;5;0;L58002;1940;1960;x
Burrows;215004;EGY;1940;1990;1990;1990;3;4;0;1;0;5;0;L58003;1940;1942;x
Clifton;215005;EGY;1930;1990;1990;1990;3;3;32;1;0;5;0;L58004;1930;1942;x
Cunningham;215006;EGY;1939;1990;1990;1990;3;3;0;1;0;5;0;L58005;1939;1943;x
Duigan;215007;EGY;1930;1930;1990;1990;2;4;2;1;0;5;0;L58006;1930;1941;x
Falconer;215008;EGY;1944;1990;1990;1990;3;4;4;1;0;5;0;L58007;1944;1960;x
Falla;215009;EGY;1938;1940;1990;1990;2;2;1;1;0;5;0;L58008;1938;1945;x
Fitzgerald;215010;EGY;1943;1990;1990;1990;3;4;256;1;0;5;0;L58009;1943;1960;x
Freyberg;215011;EGY;1930;1937;1939;1990;1;8;5;4;0;5;0;L58010;1930;1960;x
Gentry;215012;EGY;1930;1942;1990;1990;2;5;64;1;0;5;0;L58011;1930;1960;x
Goss;215013;EGY;1941;1990;1990;1990;3;4;0;1;0;5;0;L58012;1941;1960;x
Hanson;215014;EGY;1942;1990;1990;1990;3;5;33;1;0;5;0;L58013;1942;1946;x
Hargest;215015;EGY;1930;1990;1990;1990;3;3;64;1;0;5;0;L58014;1930;1941;x
Hunt;215016;EGY;1944;1990;1990;1990;3;4;0;1;0;5;0;L58015;1944;1960;x
Inglis;215017;EGY;1930;1942;1990;1990;2;5;128;2;0;5;0;L58016;1930;1960;x
Jameson;215018;EGY;1944;1990;1990;1990;3;4;256;1;0;5;0;L58017;1944;1960;x
Kenrick;215019;EGY;1930;1990;1990;1990;3;4;1;1;0;5;0;L58018;1930;1942;x
Kippenberger;215020;EGY;1938;1944;1990;1990;3;5;4;2;0;5;0;L58019;1938;1960;x
Mason;215021;EGY;1930;1990;1990;1990;3;3;0;1;0;5;0;L58020;1930;1943;x
McKenzie;215022;EGY;1939;1990;1990;1990;3;4;256;1;0;5;0;L58021;1939;1946;x
Mead;215023;EGY;1930;1938;1990;1990;2;4;514;1;0;5;0;L58022;1930;1942;x
Miles;215024;EGY;1930;1990;1990;1990;3;4;64;1;0;5;0;L58023;1930;1943;x
Mitchell;215025;EGY;1939;1990;1990;1990;3;4;32;1;0;5;0;L58024;1939;1946;x
Nichols;215026;EGY;1930;1930;1990;1990;2;5;512;1;0;5;0;L58025;1930;1939;x
Park;215027;EGY;1930;1941;1990;1990;2;4;0;2;0;5;0;L58026;1930;1944;x
Parkinson;215028;EGY;1940;1943;1990;1990;3;6;192;2;0;5;0;L58027;1940;1960;x
Peren;215029;EGY;1940;1990;1990;1990;3;5;256;1;0;5;0;L58028;1940;1960;x
Pleasants;215030;EGY;1945;1990;1990;1990;3;4;4;1;0;5;0;L58029;1945;1960;x
Porritt;215031;EGY;1945;1990;1990;1990;3;5;0;1;0;5;0;L58030;1945;1960;x
Puttick;215032;EGY;1930;1930;1990;1990;2;5;514;1;0;5;0;L58031;1930;1946;x
Queree;215033;EGY;1944;1990;1990;1990;3;4;2;1;0;5;0;L58032;1944;1960;x
Romans;215034;EGY;1939;1990;1990;1990;3;4;1;1;0;5;0;L58033;1939;1942;x
Row;215035;EGY;1943;1990;1990;1990;3;3;0;1;0;5;0;L58034;1943;1960;x
Russell;215036;EGY;1930;1930;1990;1990;2;4;0;1;0;5;0;L58035;1930;1941;x
Saunders;215037;EGY;1930;1990;1990;1990;3;3;0;1;0;5;0;L58036;1930;1941;x
Sinclair-Burgess;215038;EGY;1930;1930;1930;1990;1;6;514;2;0;5;0;L58037;1930;1938;x
Stevens;215039;EGY;1937;1940;1990;1990;2;3;0;2;0;5;0;L58038;1937;1945;x
Stewart;215040;EGY;1939;1942;1990;1990;2;4;128;2;0;5;0;L58039;1939;1944;x
Tuker;215041;EGY;1939;1943;1990;1990;2;6;128;2;0;5;0;L58040;1939;1960;x
Weir;215042;EGY;1938;1944;1990;1990;3;6;64;2;0;5;0;L58041;1939;1960;x
Drummond;215043;EGY;1930;1941;1990;1990;2;4;0;2;0;5;1;L58042;1930;1946;x
Faulkner;215044;EGY;1942;1990;1990;1990;3;5;8192;1;0;5;1;L58043;1942;1960;x
Field;215045;EGY;1943;1946;1990;1990;3;4;0;2;0;5;1;L58044;1943;1960;x
Hilliard;215046;EGY;1930;1943;1990;1990;2;4;1024;2;0;5;1;L58045;1930;1946;x
Horan;215047;EGY;1930;1930;1990;1990;2;5;4096;1;0;5;1;L58046;1930;1942;x
Lake;215048;EGY;1944;1990;1990;1990;3;5;0;1;0;5;1;L58047;1944;1960;x
MacDonald;215049;EGY;1938;1990;1990;1990;3;4;0;1;0;5;1;L58048;1938;1960;x
MacNulty;215050;EGY;1930;1930;1990;1990;2;4;0;1;0;5;1;L58049;1930;1940;x
Phipps;215051;EGY;1942;1990;1990;1990;3;5;0;1;0;5;1;L58050;1942;1960;x
Simpson;215052;EGY;1945;1990;1990;1990;3;4;0;1;0;5;1;L58051;1945;1960;x
Stratton;215053;EGY;1930;1930;1939;1990;1;5;0;2;0;5;1;L58052;1930;1947;x
Bayley;215054;EGY;1938;1942;1990;1990;2;4;131072;2;0;5;2;L58053;1938;1944;x
Blake;215055;EGY;1943;1945;1990;1990;2;5;131072;2;0;5;2;L58054;1943;1960;x
Carr;215056;EGY;1938;1940;1942;1945;1;6;16384;4;0;5;2;L58055;1938;1947;x
Dall-Mackie;215057;EGY;1942;1990;1990;1990;3;4;4096;1;0;5;2;L58056;1942;1946;x
Deere;215058;EGY;1930;1941;1990;1990;2;5;0;2;0;5;2;L58057;1930;1960;x
Issit;215059;EGY;1930;1939;1943;1990;1;6;0;3;0;5;2;L58058;1930;1960;x
McGregor;215060;EGY;1930;1930;1942;1990;1;5;0;2;0;5;2;L58059;1930;1947;x
Newton;215061;EGY;1943;1990;1990;1990;3;4;0;1;0;5;2;L58060;1943;1960;x
Player;215062;EGY;1944;1990;1990;1990;3;5;0;1;0;5;2;L58061;1944;1960;x
Robinson;215063;EGY;1930;1990;1990;1990;3;5;0;1;0;5;2;L58062;1930;1940;x
Roediger;215064;EGY;1941;1990;1990;1990;3;5;32768;1;0;5;2;L58063;1941;1960;x
Stott;215065;EGY;1940;1990;1990;1990;3;5;4096;1;0;5;2;L58064;1940;1946;x
Stratton;215066;EGY;1938;1940;1941;1990;1;6;0;3;0;5;2;L58065;1938;1960;x
Trousdale;215067;EGY;1943;1990;1990;1990;3;4;4096;1;0;5;2;L58066;1943;1960;x
Watts;215068;EGY;1941;1990;1990;1990;3;4;0;1;0;5;2;L58067;1941;1947;x
