Name;ID;Country;Rank 3 Year;Rank 2 Year;Rank 1 Year;Rank 0 Year;Ideal Rank;Max Skill;Traits;Skill;Experience;Loyalty;Type;Picture;Start Year;End Year;x
Georges;870033;FRA;1930;1930;1930;1990;1;5;2;3;0;5;0;L24082;1930;1960;x
Gillier;870034;FRA;1937;1939;1990;1990;2;3;0;2;0;4;0;L24083;1937;1960;x
Giraud;870035;FRA;1930;1939;1942;1990;1;6;16;3;0;5;0;L24084;1930;1960;x
Girot de Langlade;870036;FRA;1944;1990;1990;1990;3;5;128;1;0;5;0;L24085;1944;1960;x
Hanoteau;870037;FRA;1938;1943;1990;1990;2;4;32;2;0;5;0;L24092;1938;1960;x
Hubert;870038;FRA;1930;1930;1938;1990;1;3;0;2;0;3;0;L24094;1930;1960;x
Huntziger;870039;FRA;1930;1930;1930;1990;1;6;3;2;0;2;0;L24095;1930;1960;x
Ihler;870040;FRA;1930;1938;1990;1990;2;4;0;2;0;5;0;L24096;1930;1960;x
Ingold;870041;FRA;1944;1990;1990;1990;3;4;1;1;0;4;0;L24097;1944;1960;x
Koeltz;870042;FRA;1937;1939;1943;1990;1;5;4;3;0;4;0;L24106;1937;1960;x
Koenig;870043;FRA;1942;1943;1944;1946;1;8;4;4;0;5;0;L24107;1942;1960;x
Le Gentilhomme;870044;FRA;1930;1941;1943;1990;1;7;256;3;0;5;0;L24108;1930;1947;x
Lafont Chabert;870045;FRA;1930;1930;1930;1990;1;4;128;2;0;4;0;L24109;1930;1960;x
Lalande de la Motte;870046;FRA;1946;1990;1990;1990;3;3;4;1;0;4;0;L24110;1946;1960;x
Lamson;870047;FRA;1930;1930;1990;1990;2;3;0;1;0;5;0;L24111;1930;1960;x
de Lattre de Tassigny;870048;FRA;1939;1941;1943;1945;1;8;16;4;0;5;0;L24114;1939;1960;x
Leclerc de Hauteclocque;870049;FRA;1941;1943;1945;1946;2;8;129;4;0;5;0;L24116;1941;1960;x
Magnan;870050;FRA;1942;1947;1990;1990;3;5;4;2;0;4;0;L24118;1942;1960;x
Martin;870051;FRA;1930;1939;1944;1990;2;5;513;3;0;4;0;L24119;1930;1960;x
Monnet;870052;FRA;1942;1945;1990;1990;3;3;64;2;0;4;0;L24122;1942;1960;x
Moyrand;870053;FRA;1930;1930;1990;1990;2;4;576;1;0;4;0;L24123;1930;1960;x
Nogues;870054;FRA;1930;1930;1930;1990;1;4;514;2;0;4;0;L24124;1930;1960;x
Pagezy;870055;FRA;1930;1930;1990;1990;2;3;32;1;0;4;0;L24125;1930;1960;x
Pretelat;870056;FRA;1930;1930;1930;1990;1;5;514;2;0;5;0;L24127;1930;1990;x
Priou;870057;FRA;1930;1930;1990;1990;2;5;528;1;0;5;0;L24128;1930;1960;x
Soulas;870058;FRA;1943;1990;1990;1990;3;4;256;1;0;5;0;L24138;1943;1960;x
Touchon;870059;FRA;1930;1930;1990;1990;2;5;4;1;0;5;0;L24140;1930;1960;x
Verneau;870060;FRA;1939;1942;1990;1990;2;5;16;2;0;4;0;L24143;1939;1960;x
Weil;870061;FRA;1944;1990;1990;1990;3;5;257;1;0;5;0;L24144;1944;1960;x
Weygand;870062;FRA;1930;1930;1930;1990;1;6;514;3;0;5;0;L24145;1930;1960;x
Abrial;870063;FRA;1930;1939;1940;1990;2;4;4096;3;0;5;1;L24146;1930;1960;x
Auboyneau;870064;FRA;1944;1990;1990;1990;3;5;4096;1;0;5;1;L24147;1944;1960;x
de la Perrin;870065;FRA;1942;1946;1990;1990;3;5;0;2;0;5;1;L24156;1942;1960;x
Decoux;870066;FRA;1930;1939;1990;1990;2;5;1536;2;0;4;1;L24157;1930;1960;x
Escudier;870067;FRA;1938;1990;1990;1990;3;3;0;1;0;5;1;L24158;1938;1960;x
Esteva;870068;FRA;1930;1930;1940;1990;1;4;1024;2;0;4;1;L24159;1930;1960;x
Muselier;870069;FRA;1930;1939;1990;1990;2;5;8192;2;0;4;1;L24168;1930;1960;x
Pequin;870070;FRA;1942;1990;1990;1990;3;3;1024;1;0;5;1;L24169;1942;1960;x
Richard;870071;FRA;1930;1939;1990;1990;2;4;4608;2;0;4;1;L24170;1930;1960;x
Schlumberger;870072;FRA;1942;1990;1990;1990;3;4;8192;1;0;5;1;L24171;1942;1960;x
Thierry d'Argenlieu;870073;FRA;1942;1944;1946;1990;3;5;0;3;0;4;1;L24173;1942;1960;x
Astier de Vilatte;870074;FRA;1943;1947;1990;1990;3;4;16384;2;0;5;2;L24174;1943;1960;x
Ballet;870075;FRA;1930;1990;1990;1990;3;4;0;1;0;5;2;L24175;1930;1960;x
Baltus;870076;FRA;1937;1990;1990;1990;3;3;0;1;0;5;2;L24176;1937;1960;x
Basset;870077;FRA;1930;1943;1990;1990;2;3;0;2;0;5;2;L24177;1930;1960;x
Bergeret;870078;FRA;1938;1941;1990;1990;2;4;0;2;0;5;2;L24178;1938;1960;x
Bernard;870079;FRA;1944;1990;1990;1990;3;3;0;1;0;4;2;L24179;1944;1960;x
Bissagnet;870080;FRA;1941;1990;1990;1990;3;4;32768;1;0;5;2;L24180;1941;1960;x
Bollier;870081;FRA;1944;1990;1990;1990;3;3;0;1;0;5;2;L24181;1944;1960;x
d'Arnaud de Vitrolles;870082;FRA;1930;1939;1990;1990;2;5;0;2;0;5;2;L24186;1930;1960;x
d'Astier de la Vigerie;870083;FRA;1938;1942;1943;1990;1;5;16384;4;0;5;2;L24187;1938;1960;x
de Goys de Mezeyrac;870084;FRA;1942;1990;1990;1990;3;3;0;1;0;5;2;L24188;1942;1960;x
de Rancourt;870085;FRA;1939;1942;1990;1990;2;3;0;1;0;5;2;L24189;1939;1960;x
Davout d'Auerstadt;870086;FRA;1943;1990;1990;1990;3;3;0;1;0;5;2;L24190;1943;1960;x
Dumont;870087;FRA;1944;1990;1990;1990;3;5;131072;1;0;5;2;L24191;1944;1990;x
Duseigneur;870088;FRA;1930;1939;1990;1990;2;3;0;2;0;5;2;L24192;1930;1960;x
Fourquet;870089;FRA;1938;1942;1990;1990;2;3;0;2;0;5;2;L24193;1938;1960;x
Furst;870090;FRA;1941;1990;1990;1990;3;3;131072;1;0;5;2;L24194;1941;1960;x
Gary;870091;FRA;1943;1990;1990;1990;3;5;4096;1;0;5;2;L24195;1943;1960;x
Savary;870092;FRA;1944;1990;1990;1990;3;5;0;1;0;5;2;L24216;1944;1960;x
Sicard;870093;FRA;1938;1990;1990;1990;3;3;131072;1;0;5;2;L24217;1938;1960;x
Valin;870094;FRA;1930;1930;1943;1990;2;6;4096;3;0;5;2;L24218;1930;1960;x
Vuillemin;870095;FRA;1940;1942;1944;1990;2;5;33280;3;0;5;2;L24219;1940;1960;x
Adeline;870096;FRA;1945;1990;1990;1990;3;4;32;1;0;5;0;L24220;1945;1960;x
Cazaud;870097;FRA;1941;1943;1990;1990;2;6;65;2;0;5;0;L24221;1941;1960;x
Delange;870098;FRA;1944;1990;1990;1990;3;5;5;1;0;5;0;L24222;1944;1960;x
Mirkin;870099;FRA;1940;1990;1990;1990;3;6;256;1;0;5;0;L24225;1940;1960;x
Cabanier;870100;FRA;1942;1946;1990;1990;2;7;8192;2;0;5;1;L24227;1942;1960;x
Ortoli;870101;FRA;1943;1945;1990;1990;2;5;4096;2;0;5;1;L24228;1943;1960;x
Louveau;870102;FRA;1930;1990;1990;1990;3;3;0;1;0;5;1;L24229;1930;1960;x
Ginas;870103;FRA;1945;1990;1990;1990;3;4;131072;1;0;5;2;L24230;1945;1960;x
Bastin;900001;FRA;1938;1990;1990;1990;3;4;0;0;0;5;0;L68000;1938;1960;x
Chardonne;900002;FRA;1930;1930;1990;1990;2;5;256;0;0;2;0;L68002;1930;1960;x
Collyns;900003;FRA;1930;1930;1938;1990;1;4;513;2;0;5;0;L68003;1930;1960;x
Daufresne de la Chevalerie;900004;FRA;1930;1942;1990;1990;2;3;0;1;0;5;0;L68004;1930;1960;x
de Grave;900005;FRA;1939;1990;1990;1990;3;3;0;0;0;5;0;L68006;1939;1960;x
Deffontaine;900006;FRA;1930;1939;1990;1990;2;3;2;1;0;5;0;L68008;1930;1960;x
Denis;900007;FRA;1930;1937;1990;1990;2;3;2;1;0;5;0;L68009;1930;1960;x
Descamps;900008;FRA;1942;1990;1990;1990;3;4;1;0;0;5;0;L68010;1942;1960;x
Duthoy;900009;FRA;1942;1990;1990;1990;3;3;64;0;0;5;0;L68012;1942;1960;x
Gerard;900010;FRA;1930;1942;1990;1990;2;5;2;1;0;5;0;L68013;1930;1960;x
Janssens;900011;FRA;1944;1990;1990;1990;3;3;1;0;0;5;0;L68014;1944;1960;x
Keyaerts;900012;FRA;1930;1930;1990;1990;2;4;2;0;0;5;0;L68015;1930;1960;x
Liebrecht;900013;FRA;1937;1990;1990;1990;3;3;128;0;0;5;0;L68016;1937;1960;x
Michez;900014;FRA;1930;1940;1990;1990;2;3;128;1;0;5;0;L68017;1930;1960;x
Michiels;900015;FRA;1930;1930;1990;1990;2;5;2;0;0;5;0;L68018;1930;1960;x
Pire;900016;FRA;1937;1942;1990;1990;2;5;16;1;0;5;0;L68020;1937;1960;x
Piron;900017;FRA;1939;1941;1990;1990;2;5;128;1;0;5;0;L68021;1939;1960;x
Selliers de Moranville;900018;FRA;1930;1930;1990;1990;2;3;514;1;0;5;0;L68022;1930;1960;x
Six;900019;FRA;1940;1990;1990;1990;3;3;0;0;0;5;0;L68023;1940;1960;x
Triest;900020;FRA;1930;1990;1990;1990;3;3;64;0;0;5;0;L68025;1930;1960;x
van Caubergh;900021;FRA;1930;1930;1990;1990;2;5;513;1;0;5;0;L68026;1930;1960;x
van den Bergen;900022;FRA;1930;1930;1930;1990;1;3;2;0;0;5;0;L68027;1930;1960;x
van der Hofstadt;900023;FRA;1930;1937;1990;1990;2;4;2;1;0;5;0;L68028;1930;1960;x
van Langehove;900024;FRA;1938;1990;1990;1990;3;3;32;0;0;5;0;L68031;1938;1960;x
van Parys;900025;FRA;1942;1990;1990;1990;3;3;0;0;0;5;0;L68032;1942;1960;x
Wibier;900026;FRA;1937;1990;1990;1990;3;3;0;0;0;5;0;L68033;1937;1960;x
Blasin;900027;FRA;1930;1990;1990;1990;3;3;1024;0;0;5;1;L68035;1930;1960;x
Geluyckens;900028;FRA;1941;1990;1990;1990;3;4;0;0;0;5;1;L68037;1941;1960;x
Goethals;900029;FRA;1944;1990;1990;1990;3;3;0;0;0;5;1;L68038;1944;1990;x
Hellemans;900030;FRA;1945;1990;1990;1990;3;3;0;0;0;5;1;L68039;1945;1960;x
Timmermans;900031;FRA;1930;1930;1990;1990;2;3;2048;0;0;5;1;L68040;1930;1960;x
du Moncrou;900032;FRA;1939;1990;1990;1990;3;3;0;0;0;5;2;L68043;1939;1960;x
du Vivier;900033;FRA;1941;1990;1990;1990;3;3;0;0;0;5;2;L68044;1941;1960;x
Iserentant;900034;FRA;1930;1930;1930;1990;1;4;4096;1;0;5;2;L68046;1930;1960;x
Leboutte;900035;FRA;1939;1945;1990;1990;3;4;0;1;0;5;2;L68047;1939;1960;x
Lienart;900036;FRA;1930;1930;1990;1990;2;3;16384;0;0;5;2;L68048;1930;1960;x
Offenberg;900037;FRA;1941;1990;1990;1990;3;3;0;0;0;5;2;L68049;1941;1960;x
van Rolleghem;900038;FRA;1942;1990;1990;1990;3;3;0;0;0;5;2;L68050;1942;1960;x
Wouters;900039;FRA;1939;1943;1946;1990;2;4;4096;2;0;5;2;L68051;1939;1960;x
