Name;ID;Country;Rank 3 Year;Rank 2 Year;Rank 1 Year;Rank 0 Year;Ideal Rank;Max Skill;Traits;Skill;Experience;Loyalty;Type;Picture;Start Year;End Year;x
Gómez;310028;PAN;1912;1935;1935;1935;3;4;0;2;0;5;0;338;1912;1935;x
Pinaud;310029;PAN;1912;1935;1935;1935;3;4;0;2;0;5;0;unknown;1912;1935;x
Chavaría;310030;PAN;1904;1908;1912;1935;1;4;0;2;0;5;0;unknown;1904;1935;x
Ontúfar;310031;PAN;1908;1912;1935;1935;2;4;0;2;0;5;0;unknown;1908;1935;x
Amerling;310032;PAN;1912;1935;1935;1935;3;4;0;2;0;5;0;unknown;1912;1935;x
Quirós;310033;PAN;1908;1912;1935;1935;2;4;0;2;0;5;0;339;1908;1935;x
Osorio;310034;PAN;1908;1912;1935;1935;2;4;0;2;0;5;0;unknown;1908;1935;x
Tinoco F.;310035;PAN;1904;1908;1912;1935;1;4;0;2;0;5;0;340;1904;1920;x
Tinoco J.J.;310036;PAN;1908;1912;1935;1935;2;4;0;2;0;5;0;341;1908;1920;x
Mora;310037;PAN;1912;1935;1935;1935;3;4;0;2;0;5;0;unknown;1912;1935;x
Barquesentó Ramos;315001;PAN;1930;1930;1990;1990;2;5;513;1;0;5;0;L230000;1930;1939;x
Caraval Antonio;315002;PAN;1930;1930;1938;1990;1;4;1;1;0;2;0;L230001;1930;1941;x
Carrión McDonough;315003;PAN;1945;1990;1990;1990;3;3;32;0;0;4;0;L230002;1945;1960;x
Corovél Kirsch;315004;PAN;1938;1941;1990;1990;2;4;0;1;0;4;0;L230003;1938;1946;x
Estrasa y Juan;315005;PAN;1939;1943;1946;1990;2;4;16;3;0;5;0;L230004;1939;1960;x
Garcia Zaldana;315006;PAN;1939;1990;1990;1990;3;3;0;0;0;4;0;L230005;1939;1960;x
Halleslevens Acevedo;315007;PAN;1943;1946;1990;1990;3;4;128;1;0;4;0;L230006;1943;1960;x
Monterrey;315008;PAN;1939;1990;1990;1990;3;3;128;0;0;4;0;L230007;1939;1943;x
Niño Miranda;315009;PAN;1945;1990;1990;1990;3;3;256;0;0;5;0;L230008;1945;1960;x
Reyes Palomino;315010;PAN;1938;1942;1990;1990;2;3;2;1;0;5;0;L230009;1938;1960;x
Rivas Cuadra;315011;PAN;1942;1944;1990;1990;2;3;0;1;0;5;0;L230010;1942;1960;x
Roque Garcia;315012;PAN;1944;1990;1990;1990;3;3;0;0;0;4;0;L230011;1944;1960;x
Salvatierra Rivera;315013;PAN;1944;1990;1990;1990;3;3;64;0;0;3;0;L230012;1944;1960;x
Solar y Hermansillo;315014;PAN;1930;1930;1990;1990;2;5;516;1;0;4;0;L230013;1930;1942;x
Somoza;315015;PAN;1930;1930;1930;1930;0;2;0;0;0;5;0;L230014;1930;1960;x
Flores Mendienta;315016;PAN;1939;1941;1990;1990;2;3;0;1;0;5;1;L230015;1939;1960;x
Niño Miranda;315017;PAN;1945;1990;1990;1990;3;3;0;0;0;5;1;L230016;1945;1960;x
Somoza;315018;PAN;1930;1930;1930;1990;1;2;0;0;0;5;1;L230017;1930;1960;x
Espinoza Altamirano;315019;PAN;1930;1990;1990;1990;3;3;0;0;0;4;2;L230018;1938;1945;x
Garcia Zaldana;315020;PAN;1939;1990;1990;1990;3;3;0;0;0;4;2;L230019;1939;1960;x
Marenco;315021;PAN;1945;1990;1990;1990;3;3;0;0;0;4;2;L230020;1945;1960;x
Pereda Quintas;315022;PAN;1930;1990;1990;1990;3;3;0;0;0;4;2;L230021;1930;1942;x
Rivas Cuadra;315023;PAN;1942;1944;1990;1990;2;3;0;1;0;5;2;L230022;1942;1960;x
Chamorro;315024;PAN;1908;1908;1908;1935;1;3;0;2;0;5;0;949;1908;1935;x
García;315025;PAN;1908;1908;1908;1935;1;3;0;2;0;5;0;950;1908;1935;x
Moncada;315026;PAN;1908;1908;1935;1935;2;3;0;2;0;5;0;951;1908;1935;x
Salgado;315027;PAN;1908;1908;1935;1935;2;3;0;2;0;5;0;unknown;1908;1935;x
Irías;315028;PAN;1908;1935;1935;1935;3;3;0;2;0;5;0;unknown;1908;1935;x
Colindres;315029;PAN;1908;1935;1935;1935;3;3;0;2;0;5;0;unknown;1908;1935;x
Díaz;315030;PAN;1908;1935;1935;1935;3;3;0;2;0;5;0;unknown;1908;1935;x
Adán Parada;345001;PAN;1938;1941;1944;1990;2;3;0;2;0;5;0;L360000;1938;1960;x
Aguirre y Salinas;345002;PAN;1944;1990;1990;1990;3;4;256;0;0;5;0;L360001;1944;1960;x
Angél Castillo;345003;PAN;1945;1990;1990;1990;3;4;1;0;0;1;0;L360002;1945;1960;x
Bolaños;345004;PAN;1940;1948;1990;1990;2;3;1;1;0;5;0;L360003;1940;1951;x
Castillo Navarrete;345005;PAN;1938;1944;1990;1990;3;3;256;1;0;5;0;L360004;1938;1946;x
Cristino Garay;345006;PAN;1939;1943;1990;1990;2;3;0;1;0;5;0;L360005;1939;1960;x
Curbelo Hernandez;345007;PAN;1945;1990;1990;1990;3;3;128;0;0;5;0;L360006;1945;1960;x
Díaz Liévano;345008;PAN;1943;1990;1990;1990;3;4;0;0;0;5;0;L360007;1943;1960;x
Espínola Castro;345009;PAN;1940;1942;1990;1990;2;3;4;1;0;4;0;L360008;1940;1960;x
Hernandez Martinez;345010;PAN;1930;1930;1930;1990;1;4;2;1;0;5;0;L360009;1930;1944;x
Menéndez;345011;PAN;1930;1930;1930;1990;1;5;514;1;0;4;0;L360010;1930;1939;x
Molina;345012;PAN;1943;1990;1990;1990;3;3;2;0;0;4;0;L360011;1943;1960;x
Molina Meña;345013;PAN;1940;1990;1990;1990;3;3;0;0;0;3;0;L360012;1940;1960;x
Peña Trejo;345014;PAN;1942;1990;1990;1990;3;3;32;0;0;3;0;L360013;1942;1960;x
Rodríguez Quintanilla;345015;PAN;1938;1990;1990;1990;3;3;128;0;0;5;0;L360014;1938;1946;x
Terriente Morales;345016;PAN;1930;1990;1990;1990;3;3;0;0;0;3;0;L360015;1930;1944;x
Zacapa;345017;PAN;1939;1942;1990;1990;2;4;1;1;0;5;0;L360016;1939;1960;x
Blanco Alaño;345018;PAN;1944;1990;1990;1990;3;3;0;0;0;4;1;L360017;1944;1960;x
Carnejo Ibanéz;345019;PAN;1930;1939;1990;1990;2;4;1024;1;0;5;1;L360018;1930;1944;x
Fuentes Gíanos;345020;PAN;1945;1990;1990;1990;3;3;0;0;0;4;1;L360019;1945;1960;x
Rodolfí Sanchez;345021;PAN;1939;1942;1990;1990;2;3;0;1;0;5;1;L360020;1939;1960;x 
Aberle;345022;PAN;1938;1941;1990;1990;2;3;16384;0;0;5;2;L360021;1938;1960;x
Abrego Abrego;345023;PAN;1945;1990;1990;1990;3;3;0;0;0;4;2;L360022;1945;1960;x
Andrade Cabrera;345024;PAN;1943;1990;1990;1990;3;3;4096;0;0;2;2;L360023;1943;1960;x
Curbelo Hernandez;345025;PAN;1945;1990;1990;1990;3;2;0;0;0;5;2;L360024;1945;1960;x
Hernandez Mansilla;345026;PAN;1930;1990;1990;1990;3;3;0;0;0;4;2;L360025;1930;1939;x
Zazuaga Mendez;345027;PAN;1930;1990;1990;1990;3;4;4096;0;0;5;2;L360026;1930;1942;x
Osorio;345028;PAN;1947;1949;1990;1990;2;3;0;1;0;5;0;M77065;1947;1960;x
Costa;345029;PAN;1949;1990;1990;1990;3;1;4096;0;0;5;2;M77068;1949;1960;x
de Jesús Cordova;345030;PAN;1948;1949;1951;1960;1;4;1;2;0;5;0;M77069;1948;1960;x
Galindo Pohl;345031;PAN;1948;1950;1990;1990;2;2;0;1;0;5;1;M77070;1948;1960;x
Lemus Lopez;345032;PAN;1949;1950;1990;1990;2;2;128;1;0;5;0;M77076;1949;1960;x
Hernández Martínez;345033;PAN;1908;1908;1935;1935;2;3;0;2;0;5;0;370;1908;1935;x
Figueroa;345034;PAN;1908;1908;1935;1935;2;3;0;2;0;5;0;371;1908;1935;x
Preza;345035;PAN;1908;1935;1935;1935;3;3;0;2;0;5;0;unknown;1908;1935;x
Duarte;345036;PAN;1908;1935;1935;1935;3;3;0;2;0;5;0;unknown;1908;1935;x
Arévalo;345037;PAN;1908;1935;1935;1935;3;3;0;2;0;5;0;unknown;1908;1935;x
Flores;345038;PAN;1908;1935;1935;1935;3;3;0;2;0;5;0;unknown;1908;1935;x
Rodolfo Cristales;345039;PAN;1908;1935;1935;1935;3;3;0;2;0;5;0;unknown;1908;1935;x
Tercero;345040;PAN;1908;1935;1935;1935;3;3;0;2;0;5;0;unknown;1908;1935;x
Ruiz;345041;PAN;1908;1935;1935;1935;3;3;0;2;0;5;0;unknown;1908;1935;x
Rivera;345042;PAN;1908;1935;1935;1935;3;3;0;2;0;5;0;unknown;1908;1935;x
Ascencio;345043;PAN;1908;1935;1935;1935;3;3;0;2;0;5;0;unknown;1908;1935;x
Marín;345044;PAN;1908;1935;1935;1935;3;3;0;2;0;5;0;unknown;1908;1935;x
Rivas;345045;PAN;1908;1935;1935;1935;3;3;0;2;0;5;0;unknown;1908;1935;x
Montenegro;345046;PAN;1908;1935;1935;1935;3;3;0;2;0;5;0;unknown;1908;1935;x
Durón;345047;PAN;1908;1935;1935;1935;3;3;0;2;0;5;0;unknown;1908;1935;x
Bustamante;345048;PAN;1908;1935;1935;1935;3;3;0;2;0;5;0;unknown;1908;1935;x
Romero;345049;PAN;1908;1935;1935;1935;3;3;0;2;0;5;0;372;1908;1935;x
Fiallos;345050;PAN;1908;1935;1935;1935;3;3;0;2;0;5;0;unknown;1908;1935;x
Abél Mendez;355001;PAN;1945;1990;1990;1990;3;3;0;0;0;4;0;L370000;1945;1960;x
Alcerro Prudoth;355002;PAN;1944;1947;1990;1990;3;4;0;1;0;4;0;L370001;1944;1947;x
Almas Albornoz;355003;PAN;1930;1939;1990;1990;2;3;1;1;0;4;0;L370002;1930;1946;x
Arria Tachi;355004;PAN;1938;1990;1990;1990;3;3;0;0;0;5;0;L370003;1938;1960;x
Caceres Pinzón;355005;PAN;1941;1990;1990;1990;3;4;128;0;0;5;0;L370004;1941;1960;x
Carias Andina;355006;PAN;1930;1930;1930;1930;0;2;0;0;0;5;0;L370005;1930;1946;x
Díaz Garcia;355007;PAN;1944;1990;1990;1990;3;3;2;0;0;3;0;L370006;1944;1960;x
Garcia Velpuveda;355008;PAN;1937;1990;1990;1990;3;3;2;0;0;3;0;L370007;1937;1944;x
Nuñez Salés;355009;PAN;1940;1943;1990;1990;2;4;0;1;0;4;0;L370008;1940;1960;x
Ortiz Pinel;355010;PAN;1943;1990;1990;1990;3;4;256;0;0;4;0;L370009;1943;1960;x
Pérez Matamoros;355011;PAN;1944;1990;1990;1990;3;3;1;0;0;3;0;L370010;1944;1960;x
Rodriguez Alvarado;355012;PAN;1942;1990;1990;1990;3;3;128;0;0;3;0;L370011;1942;1947;x
Sanabria Oyuela;355013;PAN;1939;1942;1946;1990;2;4;256;2;0;4;0;L370012;1939;1960;x
St.Clair Meñdoza;355014;PAN;1930;1930;1990;1990;2;5;513;1;0;5;0;L370013;1930;1941;x
Stochler Garcia;355015;PAN;1930;1939;1942;1990;1;5;2;2;0;5;0;L370014;1930;1944;x
Williams Calderon;355016;PAN;1939;1942;1990;1990;2;3;0;1;0;5;0;L370015;1939;1946;x
Andina Rojas;355017;PAN;1930;1990;1990;1990;3;3;1024;0;0;5;1;L370016;1930;1943;x
López Arellano;355018;PAN;1938;1940;1944;1990;1;3;0;2;0;3;1;L370017;1938;1960;x
Marquez Nuñez;355019;PAN;1945;1990;1990;1990;3;3;0;0;0;3;1;L370018;1945;1960;x
Vaupel Comeza;355020;PAN;1940;1945;1990;1990;2;3;0;1;0;4;1;L370019;1940;1960;x
Abél Mendez;355021;PAN;1945;1990;1990;1990;3;3;0;0;0;4;2;L370020;1945;1960;x
Ángel Sevilla;355022;PAN;1941;1990;1990;1990;3;3;0;0;0;5;2;L370021;1941;1960;x
Fernandez;355023;PAN;1938;1990;1990;1990;3;3;0;0;0;5;2;L370022;1938;1944;x
Masson;355024;PAN;1930;1930;1930;1990;1;7;4096;2;0;5;2;L370023;1930;1941;x
Pérez Matamoros;355025;PAN;1944;1990;1990;1990;3;3;0;0;0;3;2;L370024;1944;1960;x
Schmidt;355026;PAN;1930;1941;1990;1990;2;4;16384;1;0;5;2;L370025;1930;1946;x
López Gutiérrez;355027;PAN;1897;1914;1935;1935;2;3;0;2;0;5;0;623;1908;1935;x
Bertrand;355028;PAN;1897;1897;1914;1935;1;3;0;2;0;5;0;unknown;1908;1935;x
Carías;355029;PAN;1897;1935;1935;1935;3;3;0;2;0;5;0;unknown;1908;1935;x
Tosta;355030;PAN;1897;1935;1935;1935;3;3;0;2;0;5;0;unknown;1908;1935;x
Ferrera;355031;PAN;1897;1935;1935;1935;3;3;0;2;0;5;0;unknown;1908;1935;x
Ardito Barletta;405001;PAN;1945;1990;1990;1990;3;3;0;0;0;5;0;L420000;1945;1960;x
Avila;405002;PAN;1941;1990;1990;1990;3;4;16;0;0;4;0;L420001;1941;1960;x
Craúl del Rio;405003;PAN;1944;1990;1990;1990;3;3;256;0;0;5;0;L420002;1944;1960;x
Esteverréz Mendoza;405004;PAN;1930;1939;1990;1990;2;3;0;1;0;4;0;L420003;1930;1943;x
Fabrego Páz;405005;PAN;1930;1930;1990;1990;2;3;32;0;0;4;0;L420004;1930;1943;x
Gomez Ayan;405006;PAN;1940;1990;1990;1990;3;3;1;0;0;4;0;L420005;1940;1960;x
Gómez y Montalbañes;405007;PAN;1930;1930;1930;1990;1;4;513;1;0;4;0;L420006;1930;1939;x
Proll Hernandéz;405008;PAN;1937;1939;1941;1990;1;4;0;2;0;5;0;L420007;1937;1946;x
Torrijos;405009;PAN;1944;1990;1990;1990;3;4;256;1;0;5;0;L420008;1944;1960;x
Marciaga;405010;PAN;1941;1944;1990;1990;3;4;0;1;0;3;0;L420009;1941;1944;x
Remón Cantera;405011;PAN;1930;1939;1941;1990;1;5;0;2;0;5;0;L420010;1930;1960;x
Villa Ayala;405012;PAN;1930;1990;1990;1990;3;3;16;0;0;3;0;L420011;1930;1939;x
Villarino;405013;PAN;1940;1943;1990;1990;2;4;0;0;0;5;0;L420012;1940;1960;x
Arias Hernandez;405014;PAN;1942;1945;1990;1990;2;3;0;1;0;4;1;L420013;1942;1960;x
Díaz Hernandéz;405015;PAN;1939;1990;1990;1990;3;3;0;0;0;4;1;L420014;1939;1945;x
Navarro Toro;405016;PAN;1930;1990;1990;1990;3;3;1024;0;0;5;1;L420015;1930;1943;x
Osborne Irragá;405017;PAN;1930;1930;1990;1990;2;3;0;0;0;5;1;L420016;1930;1942;x
Riccardi Salvaréz;405018;PAN;1941;1990;1990;1990;3;3;0;0;0;4;1;L420017;1941;1960;x
Gavria del Rio;405019;PAN;1940;1990;1990;1990;3;3;0;0;0;4;2;L420018;1940;1960;x
Gelabert;405020;PAN;1930;1930;1990;1990;2;4;16384;0;0;5;2;L420019;1930;1941;x
Parada;405021;PAN;1942;1990;1990;1990;3;3;4096;0;0;3;2;L420020;1942;1947;x
Remón Cantera;405022;PAN;1930;1939;1941;1990;1;4;0;2;0;4;2;L420021;1930;1960;x
San Sirio;405023;PAN;1943;1990;1990;1990;3;3;0;0;0;5;2;L420022;1943;1960;x
de Obarrio;405024;PAN;1947;1952;1990;1990;2;3;0;1;0;5;0;M95093;1947;1960;x
Villareal;405025;PAN;1908;1912;1935;1935;2;2;0;1;0;5;0;unknown;1908;1935;x
Miranda;405026;PAN;1912;1935;1935;1935;3;2;0;1;0;5;0;unknown;1912;1935;x
Quinzada;405027;PAN;1912;1935;1935;1935;3;2;0;1;0;5;0;unknown;1912;1935;x
Lamb;405028;PAN;1912;1935;1935;1935;3;2;0;1;0;5;0;unknown;1912;1935;x
Lopez;405029;PAN;1906;1908;1912;1935;1;2;512;1;0;5;0;unknown;1906;1935;x
